ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,entry_price,stop_price,target_1,rr_ratio
ENPH,SHORT,0.47350392825084375,4.7350392825084375,4.97,5.5385,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,8.4,NEGATIVE,ema_rally,-781414.14,,50.0,30.0,23.06,26.16,165309.0,131988.0,0.798,67892.0,98399.0,131006.0,48326582.988144554,3.0,1.0,99.0,0.000394,0.000629,70054.6202937193,0.004145596213579181,0.266836,8.473733,0.0,1.0,0.0,0.349674,0.0,0.52,1.0,1.2,1.87,0.38,,,,
LRCX,SHORT,0.46655011940416835,4.665501194041683,0.0,2.7993,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,26.159275279919147,12.0,1.0,0.10435223272332662,0.000364,0.000363,5878.631653561017,56334.507658760645,0.137301,0.830124,2.0,1.0,0.482415,0.440237,,,,,,,,,,
CAT,SHORT,0.4505079070120949,4.505079070120949,0.0,2.703,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,162.8232198181544,5.0,1.0,0.49854706746505334,4.7e-05,0.000296,0.5500492584123626,0.7355363806927744,0.594907,23.630127,1.0,1.0,0.001488,0.500563,0.0,0.86,0.0,0.0,0.0,0.0,,,,
JD,SHORT,0.42617889141042975,4.261788914104297,6.47,5.2719,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,6.0,POSITIVE,ema_rally,1804735.76,27.3,30.0,25.0,9.79,8.51,648264.0,463965.0,0.716,217315.0,325638.0,569276.0,782476.7239674395,7.0,1.0,0.08620751332560114,0.000169,0.001357,4475.800537299588,8653.152462467182,0.220312,0.313287,0.0,0.0,0.0,0.154913,1.62,0.8,1.0,1.2,1.73,0.12,,,,
JPM,SHORT,0.42539248498855853,4.2539248498855855,0.0,2.5524,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,188660.42544103178,19.0,1.0,5.542677735424209,0.000852,0.000366,52470.94616575295,16228.652958139322,1.102401,0.131431,2.0,2.0,0.524959,0.481184,,,,,,,,,,
DOCN,SHORT,0.42349930995535146,4.234993099553515,0.0,2.541,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,3.3026537635686157,4.0,1.0,0.8851071187527807,0.00047,0.00045,0.004653501252184316,0.005257557140362449,2.636856,3.796634,0.0,0.0,0.433402,0.129099,,,,,,,,,,
CVX,SHORT,0.4222885487240588,4.222885487240588,0.0,2.5337,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,17593.94968621656,16.0,1.0,0.13643440371152682,0.000272,0.000381,1747.0284234174685,12804.896535563988,2.169432,0.220564,2.0,1.0,0.238618,0.526713,,,,,,,,,,
SLV,SHORT,0.41730036676294646,4.173003667629464,0.0,2.5038,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,2.0099150040046627,5.0,1.0,5.172768773771133,0.000217,4.3e-05,158955.0095242884,122916.77163710106,4.396867,10.939616,1.0,0.0,0.316849,0.0,,,,,,,,,,
LNG,SHORT,0.41058077482954275,4.105807748295428,0.0,2.4635,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,840375.6163666182,6.0,1.0,99.0,0.000309,0.000251,35125.68780262049,0.11556717733158128,40.527812,66.59,1.0,1.0,9e-06,0.258611,,,,,,,,,,
SOXS,SHORT,0.4005894650385659,4.005894650385659,6.45,4.6179,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,3.4,NEUTRAL,retest_and_confirm,,,38.0,37.0,1.75,0.92,19354.0,10915.0,0.564,22719.0,4095.0,3455.0,1728.7142552243056,4.0,1.0,0.00016087617116657618,3.1e-05,0.000118,0.798165683560639,1653.7889105905217,1.328358,4.144673,1.0,1.0,0.0,0.446788,1.72,0.81,0.37,1.4,1.65,0.49,,,,
IGV,SHORT,0.3970237794149627,3.970237794149627,7.94,5.5471,"wall_proximity (1.2%, 0.4 ATR to put wall)","confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none,5.9,NEGATIVE,structural_breakdown,-34302414.49,80.92,90.0,80.0,11.14,1.21,533748.0,450078.0,0.843,248894.0,334509.0,400423.0,3.3549384084250544,3.0,1.0,0.0,0.0,0.000165,0.0,104792.72242350083,,0.053988,0.0,1.0,0.0,0.553841,1.76,0.65,1.0,2.0,1.89,0.64,,,,
GM,SHORT,0.39287917619886903,3.9287917619886903,4.94,4.4864,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.2,POSITIVE,ema_rally,7255736.32,75.94,80.0,60.0,5.35,20.99,189271.0,135468.0,0.716,62954.0,121905.0,139880.0,56054.62640707826,2.0,1.0,0.0,0.0,0.001426,0.0,630.1000096907587,,1.211416,0.0,0.0,0.0,3.6e-05,1.82,0.98,0.47,1.2,0.38,0.09,,,,
APP,SHORT,0.3808783045801207,3.808783045801207,6.03,5.2334,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,7.6,NEGATIVE,retest_and_confirm,-4840810.49,,500.0,200.0,15.31,53.87,172756.0,129045.0,0.747,89980.0,82414.0,129407.0,40.994836795481326,7.0,1.0,0.028348499891016274,6.4e-05,0.00011,0.022967285277124175,1.0802351854205203,2.09195,15.740268,1.0,0.0,0.526589,0.386236,1.57,0.66,0.77,1.4,1.38,0.25,,,,
KWEB,SHORT,0.3798724945163897,3.7987249451638974,0.0,2.2792,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,9.694493186554325,8.0,1.0,88.28475159764992,0.001279,0.000187,108312.98707333053,8588.016569029982,0.806285,5.312721,1.0,0.0,0.683277,0.0,,,,,,,,,,
ONON,SHORT,0.379106870619327,3.79106870619327,4.99,4.8725,price_validation_failed,"not_extended, room_to_target, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned",7.4,NEUTRAL,trend_continuation,,,52.5,35.0,32.34,11.77,123924.0,78822.0,0.636,42459.0,42956.0,117331.0,0.40124034819382814,3.0,1.0,0.0,0.0,0.001249,0.0,0.0061516564447382,,2.44381,0.0,0.0,0.0,0.395125,2.19,0.62,0.25,1.4,0.53,0.0,,,,
AAPL,SHORT,0.3731838359335146,3.7318383593351463,0.0,2.2391,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,2.3147690009384028,32.0,1.0,2.0736041703518815,0.000376,0.000141,16002.607053416456,12862.151869210478,1.915742,0.252293,1.0,1.0,0.870813,0.625912,,,,,,,,,,
CRDO,SHORT,0.3701752714602436,3.701752714602436,5.51,4.7039,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",6.0,NEUTRAL,retest_and_confirm,,,140.0,60.0,38.52,40.64,99573.0,118352.0,1.189,87671.0,78354.0,51900.0,36.283366880148805,5.0,1.0,2.9075653446879444,0.000265,0.000638,0.055525509694353006,0.012731272413371976,0.282475,1.351825,0.0,0.0,0.005212,0.262613,1.64,0.5,0.12,1.4,1.73,0.12,,,,
ZETA,SHORT,0.36865583565248855,3.6865583565248854,0.0,2.2119,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,18.053164884380585,2.0,1.0,18.053164884380585,0.000304,0.00023,33793.89408236474,1871.9096789285338,1.012605,67.103448,1.0,0.0,0.0,0.0,,,,,,,,,,
ASTS,SHORT,0.36790755655053453,3.6790755655053453,4.1,4.5695,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, room_to_target",trend_aligned,7.5,NEGATIVE,ema_rally,-2196748.66,86.59,150.0,80.0,73.47,7.48,485447.0,244150.0,0.503,213627.0,145095.0,370875.0,27.99912312646236,3.0,1.0,0.0,0.0,0.00037,0.0,52083.0858132607,,0.404621,0.0,0.0,0.0,0.096709,0.0,0.78,0.22,1.2,1.49,0.42,,,,
SNOW,SHORT,0.36675524489378003,3.6675524489378004,0.0,2.2005,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,112759.05496890728,14.0,1.0,99.0,0.000724,0.000678,624.0065630747797,0.15145455933354,0.31274,0.767727,4.0,1.0,0.300995,0.063987,,,,,,,,,,
XHB,SHORT,0.3594963561701195,3.594963561701195,5.75,4.7225,price_validation_failed,"momentum_aligned, not_extended, room_to_target, trend_aligned, trend_continuation",confirmation_volume,6.0,NEUTRAL,trend_continuation,,,110.0,95.0,10.15,4.87,60252.0,47888.0,0.795,15671.0,60287.0,32204.0,0.0,1.0,1.0,0.0,0.0,0.001479,0.0,0.3169297585260008,,2000.0,0.0,0.0,0.0,0.0,2.77,0.22,0.42,1.4,0.66,0.28,,,,
BABA,SHORT,0.3559073023616509,3.5590730236165093,0.0,2.1354,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,3.5120533838150454,6.0,1.0,0.8342581521695306,0.000327,0.000105,7706.344030348299,18474.722746928062,0.875946,2.10097,3.0,0.0,0.522304,0.260552,,,,,,,,,,
AMZN,SHORT,0.3497973527380748,3.497973527380748,0.0,2.0988,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,17.62419416097621,8.0,1.0,0.07400169009767248,0.000109,0.000102,7359.6348040620915,165753.75495587426,0.114626,0.066607,0.0,0.0,0.386617,0.056387,,,,,,,,,,
NVDA,SHORT,0.3292112085846589,3.292112085846589,5.26,4.3241,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",5.5,POSITIVE,ema_rally,124978109.23,175.15,200.0,150.0,14.15,14.39,7741746.0,6839988.0,0.884,3227983.0,3876071.0,7477680.0,0.8016606816239978,10.0,1.0,0.6411032778510245,2.7e-05,4.4e-05,156052.77432688148,243412.84738079915,0.018932,0.671366,1.0,1.0,0.389325,0.357002,1.83,0.49,0.1,1.2,1.4,0.23,,,,
SHLS,SHORT,0.32722837435897173,3.272283743589717,5.19,4.2731,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.4,NEUTRAL,ema_rally,,,8.0,5.0,21.21,24.24,67535.0,11225.0,0.166,24348.0,3501.0,50911.0,0.0,1.0,0.7,0.0,0.0,0.001067,0.0,0.9267155724244012,,109.6,0.0,1.0,0.0,0.0,2.18,0.97,0.66,1.2,0.17,0.01,,,,
NVO,SHORT,0.3263069001135014,3.2630690011350136,5.43,4.3405,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",5.4,POSITIVE,trend_continuation,1070284.0,36.91,40.0,35.0,8.28,5.25,851964.0,649188.0,0.762,323903.0,392066.0,785183.0,17.496591972726353,2.0,1.0,0.0,0.0,0.000204,0.0,59429.42733615385,,0.083714,0.0,0.0,0.0,0.027783,2.6,0.14,0.12,1.4,0.99,0.18,,,,
CCJ,SHORT,0.32477415943301585,3.2477415943301584,5.52,4.8399,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.8,NEGATIVE,ema_rally,-11562095.43,106.42,140.0,85.0,31.54,20.14,145248.0,173291.0,1.193,109385.0,103583.0,105571.0,0.0,1.0,1.0,0.0,0.0,0.000907,0.0,307849.6792980759,,0.122989,0.0,0.0,0.0,0.0,1.86,0.59,0.79,1.2,0.89,0.19,,,,
TSM,LONG,0.2726510575087494,1.5696459799910158,4.43,3.5538,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence","confirmation_volume, room_to_target, trend_aligned",7.2,NEGATIVE,support_ema_confluence,-47211737.22,,400.0,300.0,16.5,12.62,644778.0,881932.0,1.368,467788.0,425886.0,633036.0,,,,,,,,,,,,,,,0.0,0.89,0.03,1.6,1.6,0.32,,,,
BMNR,LONG,0.27110487366467906,1.5487377674194562,0.0,0.9292,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,99.0,5.7e-05,0.0,13.871698980345895,0.0,0.42315,,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,,,,
CIA,SHORT,0.589127782069222,9.786034973908489,4.97,8.084,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",8.5,NEUTRAL,ema_rally,,,7.5,2.5,63.93,45.36,12.0,26506.0,2208.833,80.0,24461.0,1977.0,,,,,,,,,,,,,,,2.02,0.4,0.0,1.2,1.35,0.0,,,,
LEU,SHORT,0.28676273848710104,3.0090624403053594,5.67,4.4255,watchlist_reeval_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",6.1,NEUTRAL,resistance_ema_confluence,,,500.0,150.0,161.62,21.52,20445.0,15309.0,0.749,8927.0,8352.0,18475.0,,,,,,,,,,,,,,,1.74,0.54,0.0,1.6,1.57,0.21,,,,
EXE,LONG,0.2270506807804592,1.1900463341583518,5.76,3.363,watchlist_reeval_failed,"confirmation_volume, momentum_aligned, not_extended, support_ema_confluence, trend_aligned",room_to_target,5.2,NEUTRAL,support_ema_confluence,,,120.0,90.0,8.52,18.61,60980.0,76458.0,1.254,84682.0,17209.0,35547.0,0.0,1.0,1.0,99.0,0.000521,0.0,4.169035128207837,0.0,0.559334,,0.0,0.0,0.0,0.0,1.54,0.56,0.0,1.6,1.57,0.49,,,,
OKE,LONG,0.18465883144319192,0.13830784280975403,0.0,0.083,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,99.0,5.4e-05,0.0,0.05521609205890907,0.0,0.613967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
SM,SHORT,0.28994788768666385,1.0385448924428022,0.0,0.6231,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.000176,0.0,190.77601427674506,,0.423913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
GDXJ,SHORT,0.2560531170424425,0.0,0.0,0.0,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.00011,0.0,27.504340735928928,,1.910714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
NVO,LONG,0.3044475852671384,0.9585730912784793,0.0,0.5751,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.17193975572442316,2.0,1.0,5.815990582205737,0.000196,3.2e-05,975.9082076283854,167.79741882908422,0.097658,0.131435,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,,,,
CVNA,LONG,0.2944799133940591,0.6343583552931533,0.0,0.3806,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,1.1494170888771593,2.0,1.0,99.0,9.5e-05,0.0,280.5686792215224,0.0,0.099118,,1.0,0.0,0.465242,0.0,0.0,0.67,0.0,0.0,0.0,0.0,,,,
SOFI,LONG,0.2798175971504504,0.15744267725063466,0.0,0.0945,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,99.0,2.7e-05,0.0,298.6543659921032,0.0,0.235568,,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,,,,
FDX,SHORT,0.2078851240073546,2.078851240073546,0.0,1.2473,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.000152,0.0,1028.3581477638927,,5.41573,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,,,,
TQQQ,LONG,0.21720191045381462,2.1720191045381463,0.0,1.3032,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,3.8817766361305974,2.0,1.0,3.8817766361305974,5.1e-05,1.4e-05,2251.4164602139585,579.9963963042959,0.277038,0.108567,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,,,,
NOW,LONG,0.2150877380952381,2.150877380952381,0.0,1.2905,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,152.9362214479452,5.0,1.0,0.038678470415573485,0.000118,5.8e-05,6.259627436318521,242.75626863199898,0.161807,0.140865,0.0,0.0,0.217895,0.002473,0.0,0.32,0.0,0.0,0.0,0.0,,,,
GS,SHORT,0.23166741666666668,2.316674166666667,5.05,3.2533,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",2.9,POSITIVE,ema_rally,867086.02,839.37,900.0,800.0,7.22,4.69,193255.0,169606.0,0.878,107273.0,68590.0,186998.0,67.88643120575837,8.0,1.0,0.5252085182528045,9.5e-05,0.000216,123.17085011599984,390.86332962810224,0.302573,0.285739,2.0,2.0,0.482806,0.00856,1.86,0.96,0.6,1.2,0.34,0.08,,,,
XLU,SHORT,0.22806510333333335,2.2806510333333336,0.0,1.3684,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,79.76493652905407,2.0,1.0,0.0,0.0,0.000109,0.0,136.72034129454195,,0.662192,0.0,2.0,0.0,0.012382,0.0,0.59,0.0,0.0,0.0,0.0,,,,
AA,LONG,0.6122474772872593,6.122474772872593,0.0,3.6735,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,7.836895248908032,6.0,1.0,99.0,0.002092,0.000277,386.101160642179,3.283646046344959,13.485066,0.337151,1.0,0.0,0.542359,0.0,0.0,0.42,0.0,0.0,0.0,0.0,,,,
RVMD,LONG,0.5933333333333333,5.933333333333333,3.29,5.3137,watchlist_reeval_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence","confirmation_volume, trend_aligned",6.8,NEUTRAL,support_ema_confluence,,,130.0,80.0,34.39,17.3,40978.0,72874.0,1.778,46866.0,56224.0,10762.0,87.23369371397504,9.0,1.0,0.010206334400162652,0.018171,0.002454,3.177637031446222,88.95419835396065,18.651656,5.330308,0.0,0.0,0.033045,0.001037,0.0,0.75,0.22,1.6,0.72,0.0,,,,
AAP,LONG,0.5800000000000001,5.800000000000001,0.0,3.48,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,3.4930791905588334,2.0,1.0,0.5725607382179143,0.047024,0.008459,7.505404218291791,13.108485645823771,138.631579,0.455223,0.0,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,,,,
GPRE,LONG,0.5452808079266189,5.452808079266189,5.85,5.9814,watchlist_reeval_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",7.5,NEUTRAL,retest_and_confirm,,,17.0,3.0,5.85,81.32,34971.0,13758.0,0.393,3811.0,3130.0,41788.0,1.2758549081966999,3.0,1.0,25.960675276208978,0.047731,0.003611,1.313003324810394,0.10115324896911781,54.567214,136.6,0.0,1.0,0.473246,0.0,2.46,0.61,0.11,1.4,1.12,0.16,,,,
ACHR,LONG,0.4550174586299671,4.550174586299671,0.0,2.7301,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,1.057293166634285,2.0,1.0,99.0,0.001405,0.0,794.6296767200297,0.0,580.96875,,1.0,0.0,0.486076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
HD,LONG,0.44068301301274854,4.406830130127485,0.0,2.6441,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,54.680219279113174,9.0,1.0,0.66451765861633,0.000629,0.000133,39.410013516121175,118.61238901666322,1.805253,2.756615,1.0,0.0,0.147102,0.518836,0.0,0.08,0.0,0.0,0.0,0.0,,,,
AGRO,LONG,0.42155706475975463,4.215570647597547,0.0,2.5293,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,1.0,0.7,99.0,0.004557,0.0,3.973870546130279,0.0,4.170492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
USAR,LONG,0.4121972921342345,4.121972921342345,0.0,2.4732,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,338.74060592315686,4.0,1.0,4.49559357602286,0.001047,0.000188,0.9720138590917048,0.648644395442629,1.261801,0.111173,2.0,0.0,0.004253,0.0,0.0,0.37,0.0,0.0,0.0,0.0,,,,
DDOG,LONG,0.37460560741783694,3.7460560741783695,0.0,2.2476,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,6.195382872373957,5.0,1.0,0.3694565882343968,0.000919,0.000429,0.6959061175090309,2.825390612878403,0.758819,0.320559,0.0,0.0,0.474097,0.250817,0.0,0.89,0.0,0.0,0.0,0.0,,,,
FCX,LONG,0.307267476554338,3.07267476554338,0.0,1.8436,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,309.9321482496006,9.0,1.0,0.6070522019670421,0.000277,0.000166,34.01869953071601,70.0489583525202,0.128169,0.150624,2.0,0.0,0.024562,0.006669,0.0,0.53,0.0,0.0,0.0,0.0,,,,
OPEN,LONG,0.2969485746149083,2.969485746149083,0.0,1.7817,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,5.067062477949903,2.0,1.0,99.0,0.000621,0.0,0.4926663796103549,0.0,0.440754,,0.0,0.0,0.164824,0.0,0.0,0.97,0.0,0.0,0.0,0.0,,,,
DVA,LONG,0.29002676202406846,2.9002676202406845,6.35,4.7551,watchlist_reeval_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",7.0,NEUTRAL,support_ema_confluence,,,165.0,110.0,7.13,28.58,11721.0,11116.0,0.948,7406.0,40.0,15391.0,0.0,1.0,1.0,99.0,0.000542,0.0,0.005465352126878029,0.0,8.560976,,0.0,0.0,0.0,0.0,2.15,0.54,0.17,1.6,1.9,0.0,,,,
EBAY,LONG,0.25437115482271067,2.5437115482271064,2.85,3.3469,watchlist_reeval_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",6.1,NEUTRAL,ema_pullback,,,115.0,70.0,29.53,21.15,41279.0,46587.0,1.129,26609.0,19229.0,42028.0,284.18337675135837,2.0,1.0,99.0,0.000341,0.0,230.49044856354436,0.0,0.26715,,0.0,0.0,0.003507,0.0,0.0,0.78,0.62,1.2,0.24,0.01,,,,
CDE,LONG,0.2502364866460742,2.502364866460742,0.0,1.5014,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,2234.8377820735136,2.0,1.0,99.0,0.000318,0.0,135.89816135043722,0.0,0.086359,,0.0,0.0,0.000447,0.0,0.0,0.12,0.0,0.0,0.0,0.0,,,,
CVI,SHORT,0.6183333333333334,6.183333333333334,0.0,3.71,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,955.7590727809772,4.0,1.0,99.0,0.002242,0.005122,163.4856717821467,1.5655015824682141,2.583055,277.776578,0.0,2.0,0.000267,0.083231,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LYV,SHORT,0.5403184565682556,5.403184565682556,2.99,4.8186,watchlist_reeval_failed,"ema_rally, momentum_aligned, not_extended","confirmation_volume, room_to_target, trend_aligned",6.1,NEUTRAL,ema_rally,,,180.0,120.0,16.75,22.16,62605.0,75836.0,1.211,23954.0,17319.0,97168.0,1.4138646611185537,9.0,1.0,0.7942544172063475,0.000462,0.000766,740.9597704457333,266.54279405905197,0.328579,6.500451,1.0,3.0,0.450879,0.777893,0.0,0.83,0.0,1.2,0.85,0.1,,,,
ULTA,SHORT,0.47294632468686065,4.729463246868606,0.0,2.8377,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,14.213342340545799,4.0,1.0,0.012754772158334681,6.4e-05,0.000751,0.0021166578717596737,0.055316756360782475,4.375,22.127525,1.0,0.0,0.0,0.162977,0.0,0.0,0.0,0.0,0.0,0.0,,,,
NEXT,SHORT,0.4604792466666667,4.604792466666667,0.0,2.7629,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,67.68750928751543,3.0,1.0,0.0,0.0,0.005631,0.0,225.68077813564807,,0.563543,0.0,0.0,0.0,0.043825,0.0,0.0,0.0,0.0,0.0,0.0,,,,
LVS,SHORT,0.4389491241567581,4.389491241567581,4.95,5.0797,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.0,NEUTRAL,ema_rally,,,55.0,45.0,0.66,17.64,79214.0,42050.0,0.531,21857.0,62589.0,36818.0,9019.111141746387,4.0,1.0,1.0172982845213724e-05,0.00022,0.001018,0.005889449000387324,192.97679910267564,0.179024,1.740611,0.0,2.0,0.0,0.052353,1.89,0.98,0.49,1.2,0.39,0.0,,,,
ZS,SHORT,0.43405804217662486,4.340580421766249,8.09,5.3973,"wall_proximity (1.9%, 0.3 ATR)","confirmation_volume, momentum_aligned, not_extended, room_to_target, structural_breakdown, trend_aligned",none,4.0,NEUTRAL,structural_breakdown,,,165.0,140.0,15.63,1.89,69896.0,58414.0,0.836,26838.0,38242.0,63230.0,2619.303483710188,8.0,1.0,0.0006014556528454202,0.000211,0.000741,0.0864995784684101,47.939017093607355,0.259155,0.942042,2.0,4.0,0.233872,0.068871,2.18,0.57,1.0,2.0,1.94,0.4,,,,
AEM,SHORT,0.39230151750580955,3.9230151750580955,0.0,2.3538,watchlist_reeval_failed,none,not_extended,,,unknown,,,,,,,,,,,,,627.95464287088,4.0,1.0,0.00034602793234245156,8.8e-05,0.001273,0.9960567736591491,959.5148065227936,1.378049,0.831949,1.0,1.0,0.0,0.163175,0.0,0.0,0.0,0.0,0.0,0.0,,,,
VST,SHORT,0.3890713426626623,3.890713426626623,5.85,4.7604,watchlist_reeval_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",confirmation_volume,5.3,NEGATIVE,resistance_ema_confluence,-19279551.99,,190.0,150.0,24.92,1.38,127086.0,176464.0,1.389,98089.0,88116.0,117345.0,32.24599946324556,9.0,1.0,11.675194354212588,0.000577,0.001193,5.777139795926873,0.6185271547366568,0.266954,0.4885,0.0,2.0,0.243924,0.019658,1.79,0.47,0.46,1.6,1.48,0.05,,,,
AAOI,SHORT,0.3638829513654974,3.638829513654974,0.0,2.1833,watchlist_reeval_failed,none,trend_aligned,,,unknown,,,,,,,,,,,,,7.656940566811298,6.0,1.0,1.7056174987224664,0.000269,0.000579,1287.1230675406525,150.92751669172338,41.0,0.367273,0.0,0.0,0.0,0.606766,0.0,0.29,0.0,0.0,0.0,0.0,,,,
SHOO,SHORT,0.35721416485192375,3.5721416485192377,5.15,4.3711,watchlist_reeval_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",5.2,NEUTRAL,ema_rally,,,40.0,30.0,19.44,10.42,11961.0,9525.0,0.796,19059.0,190.0,2237.0,0.0,1.0,1.0,0.0,0.0,0.001433,0.0,0.08995133685214644,,42.372881,0.0,0.0,0.0,0.0,2.44,0.76,0.28,1.2,0.46,0.0,,,,
