ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol
IBIT,LONG,0.5233699410241219,5.233699410241219,0.0,3.1402,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,3034.805197561694,15.0,1.0,9.451052671597404,0.000426,0.000178,57064.014321796494,9056.771182741426,0.262439,0.20983,2.0,1.0,0.632826,0.002126,0.0,0.89,0.0,0.0,0.0,0.0
MOD,LONG,0.5143859184384927,5.143859184384927,6.69,5.9989,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target, trend_aligned",none,7.1,NEUTRAL,flag_breakout,,,300.0,155.0,40.5,27.41,10724.0,5255.0,0.49,8073.0,3148.0,4758.0,1017.6963277272134,2.0,1.0,99.0,0.001734,0.0,0.23668935485996234,0.0,3.126916,,0.0,0.0,0.000491,0.0,1.75,0.62,0.43,1.6,1.69,0.61
AFRM,LONG,0.49752850769231205,4.975285076923121,0.0,2.9852,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,43.54807372072131,10.0,1.0,7.646771238317989,0.00352,0.002029,0.7836169529441197,0.10247684003117725,0.7609,4.095698,2.0,1.0,0.090683,0.61079,0.0,0.52,0.0,0.0,0.0,0.0
IDYA,LONG,0.47639161765652527,4.763916176565253,0.0,2.8583,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1.4910820804529425,3.0,1.0,99.0,0.004797,0.0,0.0024004768745399456,0.0,1.377246,,0.0,0.0,0.598568,0.0,0.0,0.68,0.0,0.0,0.0,0.0
BABA,LONG,0.47182403561364783,4.718240356136478,0.0,2.8309,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,3.5979500703421006,4.0,1.0,99.0,0.000295,9.6e-05,121116.33917553393,32.1666540047168,1.162899,10.918919,2.0,0.0,0.35543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,LONG,0.4718193460512611,4.718193460512611,0.0,2.8309,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,1571.6251084092257,13.0,1.0,99.0,0.00059,0.001026,138772.06248186226,21.269148499121087,0.161863,0.306098,0.0,5.0,0.581914,0.732597,,,,,,
NET,LONG,0.4714646667448523,4.714646667448523,0.0,2.8288,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,40.13398915392402,14.0,1.0,32.52936204123073,0.001558,0.001389,3.8661704263187815,0.15846895168815742,0.872774,1.140049,1.0,0.0,0.040951,0.511405,,,,,,
LRCX,LONG,0.47040178624661516,4.704017862466151,0.0,2.8224,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,187507.28507892406,13.0,1.0,7.619757135561574,0.000395,0.000425,75407.60936021424,8482.566122176398,0.13374,0.618851,2.0,1.0,0.358233,0.000754,,,,,,
COP,LONG,0.4702632244727937,4.702632244727937,0.0,2.8216,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,8759.921927672423,10.0,1.0,0.0006919273354154777,0.000397,0.000529,16.111564377070238,23285.05256609904,10.902379,1.306282,0.0,0.0,0.333298,0.270139,,,,,,
BE,LONG,0.46015483279299974,4.601548327929997,0.0,2.7609,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,196.9995192677144,10.0,1.0,3.0354858715314386,0.000437,0.003804,63264.19881461411,13894.359693329001,1.052437,0.672413,0.0,0.0,0.486013,0.310381,,,,,,
APH,LONG,0.4529254288650386,4.529254288650386,0.0,2.7176,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,47.099311942514205,22.0,1.0,0.028376056318550228,0.000914,0.001789,0.05351430890486306,0.7072112352062369,1.35803,1.22281,1.0,0.0,0.337553,0.468914,,,,,,
NEM,LONG,0.4529003346481915,4.5290033464819155,0.0,2.7174,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,33148.27922073166,17.0,1.0,0.0016957077295585159,0.000598,0.000588,25.72505881737584,10619.484040950512,1.109511,0.423661,2.0,2.0,0.587862,0.394207,,,,,,
AMAT,LONG,0.45169473155474926,4.516947315547492,0.0,2.7102,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,105.20064732581523,12.0,1.0,2.218646374771399,0.000217,0.000252,19.289827568778048,8.694412858275172,4.050126,0.480244,1.0,1.0,0.197645,0.100685,,,,,,
MSFT,LONG,0.4414834648085416,4.414834648085416,0.0,2.6489,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,1.9123418747750018,17.0,1.0,1.28751695452113,9e-05,8e-05,113460.24520025631,99138.7145637728,0.103415,0.272365,2.0,3.0,0.800131,0.72895,,,,,,
CELH,LONG,0.43433826362539,4.3433826362539,0.0,2.606,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,206947.28744048928,4.0,1.0,99.0,0.000447,0.001192,11182.901750270334,0.25144481682498626,1.829628,1.348387,3.0,0.0,0.000333,0.0,,,,,,
CRDO,LONG,0.4286222571025965,4.286222571025965,0.0,2.5717,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,32.599005209636466,6.0,1.0,2.918012850905379,0.000408,0.00066,0.5908720317608102,0.20249123699968585,5.591094,1.351825,0.0,0.0,0.008773,0.262613,,,,,,
MCHP,LONG,0.42751367497177795,4.275136749717779,0.0,2.5651,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.8402268607390918,2.0,1.0,99.0,0.000313,0.0,70864.07252503722,0.0,588.850261,,0.0,0.0,0.295831,0.0,0.0,0.55,0.0,0.0,0.0,0.0
XBI,LONG,0.406635561610801,4.06635561610801,0.0,2.4398,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,4151.990566766333,7.0,1.0,0.32282179778108616,0.00012,0.000576,10273.131883077089,42430.55850498904,12.475284,1.015572,0.0,1.0,0.000512,0.000694,,,,,,
RKLB,LONG,0.40018459790028527,4.001845979002852,0.0,2.4011,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,4.43995646949879,5.0,1.0,2.53631413992151,0.000691,0.000278,81.02172265971019,47.91700762797714,1.575785,7.062289,1.0,0.0,0.244667,0.334193,0.0,0.64,0.0,0.0,0.0,0.0
SPXU,LONG,0.3951488374531281,3.951488374531281,6.32,5.3717,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned",none,7.5,NEUTRAL,bounce_and_fail,,,70.0,45.0,25.34,19.43,27819.0,17855.0,0.642,30877.0,10831.0,3966.0,0.0,1.0,1.0,99.0,0.0003,0.0,119752.29775203935,0.0,125.333333,,1.0,0.0,0.0,0.0,2.52,0.34,0.34,1.0,1.11,1.0
IONQ,LONG,0.39271022289685464,3.9271022289685464,0.0,2.3563,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.002328,0.0,21.56490627530857,0.0,6.343434,,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0
UPRO,LONG,0.3921233417784932,3.921233417784932,0.0,2.3527,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,0.9226079729244897,4.0,1.0,0.7062566216213403,0.000176,0.000239,32558.058746258692,46099.47397238664,72.9,58.0,1.0,1.0,0.45372,0.303196,,,,,,
XLK,LONG,0.3832754238271458,3.832754238271458,0.0,2.2997,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,3.1197853737422965,5.0,1.0,0.9361874879140525,0.000115,8.4e-05,54668.55887989301,87592.32459146886,1.235915,16.007917,1.0,0.0,0.3396,0.365002,,,,,,
SHOP,LONG,0.3785107409144427,3.785107409144427,0.0,2.2711,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,759854.6705273674,8.0,1.0,1.084377827006392,0.000434,0.000328,14560.563981443329,13427.574429145443,0.2615,0.329871,1.0,0.0,0.474383,5e-06,,,,,,
FIG,LONG,0.3767109464716054,3.767109464716054,0.0,2.2603,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,3.1559603487167234,2.0,1.0,99.0,0.001789,0.0,0.26343504951973035,0.0,0.261135,,0.0,0.0,0.240618,0.0,0.0,0.14,0.0,0.0,0.0,0.0
PLTR,LONG,0.3748680919008018,3.748680919008018,0.0,2.2492,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,5.387935802495457,8.0,1.0,0.154585957562434,3.2e-05,0.000187,49198.1452479609,318257.53143257403,0.258096,0.385457,2.0,0.0,0.616578,0.385838,,,,,,
ALB,LONG,0.36591036910199454,3.6591036910199453,0.0,2.1955,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,2805.8067379951617,6.0,1.0,99.0,0.001006,0.001268,11.791508755677015,0.07368200660627226,0.537182,3.617468,2.0,1.0,0.000455,0.041364,,,,,,
IWM,LONG,0.36577656012336024,3.6577656012336024,0.0,2.1947,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,4.046563313442205,6.0,1.0,0.1081626429581339,2.3e-05,0.000219,137553.65394214,635864.8891160248,0.272643,0.185492,1.0,1.0,0.452298,0.229282,,,,,,
ADBE,LONG,0.3640258738653977,3.640258738653977,0.0,2.1842,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,6863.259926024521,19.0,1.0,0.12337296785155158,0.000375,0.001386,9191.555967501163,43459.609300263044,0.311084,0.207172,1.0,0.0,0.002345,0.382099,,,,,,
LYB,LONG,0.3624259465733811,3.624259465733811,5.15,4.8371,price_validation_failed,"not_extended, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned, room_to_target",7.4,NEUTRAL,trend_continuation,,,80.0,70.0,11.2,2.7,72460.0,75153.0,1.037,45027.0,51657.0,50929.0,5.048355849355654,4.0,1.0,99.0,0.0009,0.0,0.2281434157900472,0.0,0.566247,,0.0,0.0,0.299016,0.0,2.64,0.31,0.11,1.4,0.48,0.2
APP,LONG,0.3602656545769413,3.6026565457694133,0.0,2.1616,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,95.60626246746529,12.0,1.0,0.028299355642531603,0.000131,0.0003,0.2452138600165598,8.664997999036542,1.487879,8.057851,1.0,1.0,0.52984,0.391506,,,,,,
CRWD,LONG,0.35848728372841704,3.5848728372841703,0.0,2.1509,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,1023278.2625313149,9.0,1.0,99.0,0.000247,0.000217,28629.778600329515,0.20227152849340727,0.182481,0.33682,2.0,3.0,7e-06,0.082457,,,,,,
SQQQ,LONG,0.35677488552042813,3.5677488552042815,6.17,4.6949,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.3,NEUTRAL,ema_pullback,,,80.0,65.0,3.56,15.86,117221.0,61940.0,0.528,112985.0,34594.0,31582.0,2.7466050504714183,2.0,1.0,99.0,6.8e-05,0.0,57.37985736446781,0.0,5.231884,,1.0,0.0,0.266908,0.0,2.1,0.51,0.25,1.2,1.16,0.95
B,LONG,0.355848829368345,3.55848829368345,0.0,2.1351,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,794239.4621693838,6.0,1.0,1.1129408796409723,0.000441,0.000299,21356.004118787623,38377.60748922609,0.238439,7.750106,0.0,1.0,0.000113,1e-06,,,,,,
CLS,SHORT,0.7342286285714286,7.342286285714286,5.19,6.6681,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target,7.2,NEUTRAL,ema_rally,,,420.0,175.0,49.75,37.6,42430.0,48000.0,1.131,30346.0,35836.0,24248.0,19.643502847023395,14.0,1.0,0.0,0.0,0.005841,0.0,0.07515140100884435,,2.99187,0.0,1.0,0.0,0.41103,1.52,0.86,0.02,1.2,0.87,0.73
OKTA,SHORT,0.7263446387327942,7.263446387327942,0.0,4.3581,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,60261.46312125806,15.0,1.0,1.3944226707566183,0.002364,0.003239,95365.73387882794,34195.41860542262,2.54987,1.846308,0.0,1.0,0.506149,0.626186,,,,,,
UNH,SHORT,0.672883135489194,6.728831354891939,5.86,6.8424,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",8.6,NEGATIVE,ema_rally,-52964881.96,,300.0,200.0,10.52,26.32,702382.0,466367.0,0.664,183303.0,283064.0,702382.0,243241.64621053063,10.0,1.0,0.552268182714079,0.00035,0.000661,291021.9620634117,131739.42079788435,58.362683,10.917602,1.0,1.0,9e-06,0.112237,2.16,0.23,0.06,1.2,1.96,0.25
CRM,SHORT,0.6574132863260979,6.574132863260979,5.89,6.1741,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned",room_to_target,5.6,NEGATIVE,resistance_ema_confluence,-27141597.02,192.99,220.0,190.0,13.9,1.63,353859.0,312288.0,0.883,144563.0,198756.0,322828.0,1.730875111243532,18.0,1.0,0.03344872915775875,0.000109,0.000888,22389.654634327842,133874.471156907,0.285214,0.59533,2.0,11.0,0.41821,0.795919,1.62,0.82,0.0,1.6,1.49,0.35
AFRM,SHORT,0.6148843346574902,6.1488433465749015,0.0,3.6893,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,43.54807372072131,10.0,1.0,7.646771238317989,0.00352,0.002029,0.7836169529441197,0.10247684003117725,0.7609,4.095698,2.0,1.0,0.090683,0.61079,,,,,,
GOOG,SHORT,0.6066999902012113,6.066999902012114,5.96,6.4615,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target,8.2,NEGATIVE,ema_rally,-25207224.14,299.17,320.0,250.0,6.78,16.58,845103.0,641908.0,0.76,380624.0,420726.0,685661.0,12412.672482108443,12.0,1.0,0.05075722689191338,0.000145,0.000456,16742.730693696343,109953.01699828016,0.278625,0.956306,0.0,4.0,1.9e-05,0.632814,1.97,0.56,0.0,1.2,1.58,0.65
RBLX,SHORT,0.5813319390203093,5.813319390203093,0.0,3.488,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,22.00620969474554,11.0,1.0,0.07509936348626677,0.003067,0.003979,0.6128582373492956,3.0602368427265407,20.344828,0.920707,1.0,0.0,0.5534,0.812829,,,,,,
AMD,SHORT,0.567436972709384,5.67436972709384,5.46,5.6952,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,6.1,NEGATIVE,retest_and_confirm,-10371243.39,202.02,220.0,200.0,8.61,1.26,1317661.0,1585356.0,1.203,688165.0,768143.0,1446709.0,2.153630562659305,9.0,1.0,0.34990162292163485,9.2e-05,0.000236,140267.05924983582,320700.5628121948,0.144521,3.721763,1.0,1.0,0.399342,0.355261,1.51,0.97,0.28,1.4,0.8,0.49
ADBE,SHORT,0.5628867899886525,5.628867899886525,4.97,5.9654,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",8.3,NEGATIVE,bounce_and_fail,-26728875.98,247.7,400.0,220.0,61.32,11.27,273587.0,190010.0,0.695,94776.0,112190.0,256631.0,6863.259926024521,19.0,1.0,0.12337296785155158,0.000375,0.001386,9191.555967501163,43459.609300263044,0.311084,0.207172,1.0,0.0,0.002345,0.382099,2.38,0.35,0.0,1.0,1.22,0.02
APH,SHORT,0.5430530702811291,5.430530702811291,5.41,5.7183,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",6.9,NEUTRAL,resistance_ema_confluence,,,150.0,105.0,14.37,19.94,48832.0,71415.0,1.462,48988.0,46037.0,25222.0,47.099311942514205,22.0,1.0,0.028376056318550228,0.000914,0.001789,0.05351430890486306,0.7072112352062369,1.35803,1.22281,1.0,0.0,0.337553,0.468914,1.68,0.7,0.0,1.6,1.34,0.09
BE,SHORT,0.5429661225532039,5.429661225532039,4.91,5.8678,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended","room_to_target, trend_aligned",8.4,NEGATIVE,flag_breakdown,-3896137.46,144.6,165.0,80.0,14.01,44.72,286384.0,263646.0,0.921,130343.0,199263.0,220424.0,196.9995192677144,10.0,1.0,3.0354858715314386,0.000437,0.003804,63264.19881461411,13894.359693329001,1.052437,0.672413,0.0,0.0,0.486013,0.310381,0.0,0.66,0.12,1.6,1.95,0.57
DAL,SHORT,0.5410816882659822,5.410816882659822,3.89,5.3724,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target","momentum_aligned, trend_aligned",7.5,NEGATIVE,ema_rally,-5558935.94,,70.0,60.0,6.53,8.69,436231.0,280497.0,0.643,344790.0,202939.0,168999.0,1571.6251084092257,13.0,1.0,99.0,0.00059,0.001026,138772.06248186226,21.269148499121087,0.161863,0.306098,0.0,5.0,0.581914,0.732597,0.0,0.68,1.0,1.2,0.49,0.53
NBIS,SHORT,0.5261272165211928,5.261272165211928,0.0,3.1568,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,11.103565126090368,3.0,1.0,0.0,0.0,0.000267,0.0,158466.639430628,,2.203817,0.0,0.0,0.0,0.517735,0.0,0.57,0.0,0.0,0.0,0.0
KWEB,SHORT,0.5259352874220848,5.259352874220848,0.0,3.1556,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,3.671021518939215,9.0,1.0,0.33008614639365835,0.000119,0.000413,39184.06295979934,33916.741681703475,1.356179,0.994798,0.0,5.0,0.269785,0.424673,0.0,0.0,0.0,0.0,0.0,0.0
LMT,SHORT,0.525086294569105,5.2508629456910505,0.0,3.1505,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,1.2005552021814876,13.0,1.0,0.662942074334984,0.000538,0.000571,34024.673114291814,171079.16579500522,60.041193,120.166667,2.0,0.0,0.702742,0.230338,,,,,,
ALB,SHORT,0.5175904574222352,5.175904574222352,0.0,3.1055,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,2805.8067379951617,6.0,1.0,99.0,0.001006,0.001268,11.791508755677015,0.07368200660627226,0.537182,3.617468,2.0,1.0,0.000455,0.041364,,,,,,
CVX,SHORT,0.505970039688459,5.05970039688459,0.0,3.0358,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,96534.85743716732,22.0,1.0,1.6666686429829027,0.000394,0.000526,20208.564448159592,12125.124291047752,1.653417,0.884283,2.0,4.0,0.238625,0.223432,,,,,,
B,SHORT,0.492014989964941,4.9201498996494095,0.0,2.9521,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,794239.4621693838,6.0,1.0,1.1129408796409723,0.000441,0.000299,21356.004118787623,38377.60748922609,0.238439,7.750106,0.0,1.0,0.000113,1e-06,,,,,,
VG,SHORT,0.4840097460426762,4.840097460426762,0.0,2.9041,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,18.106792742447166,5.0,1.0,0.0,0.0,0.00091,0.0,74136.5289206678,,0.6437,0.0,0.0,0.0,0.203691,0.0,0.0,0.0,0.0,0.0,0.0
APP,SHORT,0.48349392661485024,4.834939266148503,5.44,5.7495,price_validation_failed,"confirmation_volume, ema_rally, not_extended, room_to_target, trend_aligned",momentum_aligned,8.5,NEGATIVE,ema_rally,-11893727.32,,500.0,200.0,8.57,56.57,162389.0,125597.0,0.773,76904.0,82118.0,128964.0,95.60626246746529,12.0,1.0,0.028299355642531603,0.000131,0.0003,0.2452138600165598,8.664997999036542,1.487879,8.057851,1.0,1.0,0.52984,0.391506,1.53,0.92,1.0,1.2,0.44,0.35
XLK,SHORT,0.4786883882051886,4.786883882051886,0.0,2.8721,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,3.1197853737422965,5.0,1.0,0.9361874879140525,0.000115,8.4e-05,54668.55887989301,87592.32459146886,1.235915,16.007917,1.0,0.0,0.3396,0.365002,,,,,,
NEM,SHORT,0.47200991221627453,4.720099122162745,0.0,2.8321,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,33148.27922073166,17.0,1.0,0.0016957077295585159,0.000598,0.000588,25.72505881737584,10619.484040950512,1.109511,0.423661,2.0,2.0,0.587862,0.394207,,,,,,
NET,SHORT,0.46942186999940416,4.694218699994042,0.0,2.8165,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,40.13398915392402,14.0,1.0,32.52936204123073,0.001558,0.001389,3.8661704263187815,0.15846895168815742,0.872774,1.140049,1.0,0.0,0.040951,0.511405,,,,,,
ENPH,SHORT,0.46914779489054625,4.6914779489054625,5.46,5.6837,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target",trend_aligned,8.5,NEGATIVE,retest_and_confirm,-148804.63,41.65,50.0,30.0,19.76,28.14,160351.0,128290.0,0.8,59814.0,98034.0,130793.0,3.7196080198821884,2.0,1.0,0.0,0.0,0.000589,0.0,0.06593582150572548,,8.473733,0.0,1.0,0.0,0.349674,0.0,0.67,1.0,1.4,1.88,0.51
