ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,iv_rank,iv_current,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
PDD,LONG,0.6110821038288619,6.110821038288618,0.0,3.6665,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.91,0.0,0.0,0.0,0.0,5.597306705074428,15.0,1.0,0.42197101805597775,0.003394,0.002063,5341.067226711053,14465.630503839873,1.553771,1.408632,2.0,5.0,0.464464,0.275178
GSAT,LONG,0.6108999668162968,6.1089996681629675,5.66,5.7925,price_validation_failed,"confirmation_volume, not_extended, room_to_target, support_ema_confluence, trend_aligned",momentum_aligned,5.2,NEUTRAL,support_ema_confluence,,,105.0,28.0,69.3,54.85,33056.0,18582.0,0.562,27210.0,7474.0,16954.0,,,1.57,0.85,0.23,1.6,0.59,0.83,1.388538189923981,3.0,1.0,2.591515192189883,0.003142,0.001041,50258.66609858346,38787.089691813744,9.146341,12.979381,0.0,0.0,0.499442,0.0
MOD,LONG,0.6043776480153237,6.0437764801532365,5.78,5.8359,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,5.4,NEUTRAL,support_ema_confluence,,,300.0,155.0,39.69,27.83,14264.0,6705.0,0.47,9951.0,6112.0,4906.0,,,1.86,0.79,0.36,1.6,1.12,0.05,1.0468302431911036,5.0,1.0,23.646972166454173,0.003641,0.000153,17317.96200495516,2929.4172434511665,5.10628,4.859903,0.0,0.0,0.693927,0.0
ADMA,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.012589,0.0,514360.08945452195,0.0,2001.2,,0.0,0.0,0.0,0.0
AAPL,LONG,0.588019490346913,5.88019490346913,0.0,3.5281,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.84,0.0,0.0,0.0,0.0,2.947634246976096,25.0,1.0,2.5432278755835647,0.000357,0.000114,126355.93959763953,198733.1781170354,0.627894,0.15846,3.0,0.0,0.823458,0.295948
VRT,LONG,0.5846420665273966,5.846420665273966,4.41,5.1262,price_validation_failed,"ema_pullback, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",4.4,NEGATIVE,ema_pullback,-4901531.94,253.06,260.0,190.0,2.77,24.9,197868.0,214479.0,1.084,169668.0,88865.0,153814.0,,,1.84,0.84,0.41,1.2,0.12,0.0,1872.175975814681,10.0,1.0,99.0,0.000432,0.000232,57235.83895278129,100.70119976008134,369.001191,5.027447,0.0,0.0,0.093745,0.347327
ARM,LONG,0.5633616949903679,5.633616949903679,0.0,3.3802,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.7719996985012574,23.0,1.0,1.7992582512963233,0.001599,0.00079,8309.25152510941,4233.307749195661,2.580385,12.202393,0.0,8.0,0.789962,0.844611
GOOGL,LONG,0.5591860950334513,5.591860950334513,0.0,3.3551,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.7463717287353844,10.0,1.0,3.7372894120882436,0.000162,4.3e-05,119562.2349713013,74647.29580856516,3.016125,0.105185,1.0,0.0,0.675221,0.412647
KOD,LONG,0.5401844450867399,5.401844450867399,0.0,3.2411,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.005129,0.0,45941.21027956625,0.0,5.578947,,0.0,0.0,0.0,0.0
LUV,LONG,0.5207125620086965,5.207125620086965,0.0,3.1243,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.23,0.0,0.0,0.0,0.0,6.23521445802745,2.0,1.0,99.0,0.003408,0.0,39406.16681879292,0.0,0.826493,,0.0,0.0,0.138213,0.0
LRCX,LONG,0.5098570249880767,5.098570249880767,0.0,3.0591,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,415.93476298602536,8.0,1.0,67.30135140873907,0.000201,0.000295,99561.72411031324,887.6052741257602,46.33223,0.548263,0.0,2.0,0.005682,0.580288
RKT,LONG,0.5021798275112875,5.021798275112875,0.0,3.0131,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,16.098988566002273,6.0,1.0,0.1616665027066789,0.001057,0.000773,403.5705360834956,4992.630252114966,2.110546,0.640287,1.0,2.0,0.625762,0.068722
RGTI,LONG,0.5000777773969114,5.000777773969114,0.0,3.0005,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.26,0.0,0.0,0.0,0.0,4874.802281124941,2.0,1.0,99.0,0.000329,0.0,40777.69612513277,0.0,3.525551,,1.0,0.0,0.000103,0.0
RIOT,LONG,0.49269120765452923,4.9269120765452925,0.0,2.9561,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.6,0.0,0.0,0.0,0.0,30.755140403195597,6.0,1.0,0.06223658738882881,0.001065,0.000538,189.13096241677977,3038.9031653545953,4.265633,1.22953,0.0,0.0,0.04488,0.593899
YPF,LONG,0.4887877223537176,4.887877223537176,0.0,2.9327,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,87.86818543330283,4.0,0.7,99.0,0.000532,0.001015,47336.83090372007,129.68569069693584,27.272727,3.19022,0.0,0.0,0.0,0.590945
PYPL,LONG,0.4805381707601847,4.805381707601847,0.0,2.8832,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.8137749957761082,6.0,1.0,0.4817364024061918,0.000194,0.000388,63016.06700595043,65405.1330677896,73.241613,27.622897,1.0,2.0,0.01704,0.671957
PONY,LONG,0.47606770805342535,4.760677080534253,0.0,2.8564,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47.5358406650045,2.0,1.0,99.0,0.004736,0.0,6609.71314468848,0.0,0.716494,,1.0,0.0,0.020603,0.0
WULF,LONG,0.46183479300690317,4.6183479300690315,4.43,4.4582,price_validation_failed,"ema_pullback, not_extended, trend_aligned","confirmation_volume, momentum_aligned, room_to_target",4.1,POSITIVE,ema_pullback,5129543.51,15.31,20.0,11.0,30.54,28.2,1160081.0,623082.0,0.537,633097.0,555046.0,595020.0,,,1.53,0.91,0.0,1.2,0.51,0.28,28.74948294496969,4.0,1.0,4.199526366086402,0.000896,0.00015,92724.65303976083,66239.36484021095,0.318737,0.734467,1.0,0.0,0.021165,0.0
GLD,LONG,0.4592040912774924,4.592040912774924,0.0,2.7552,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.085130882339719,11.0,1.0,4.314770957697263,0.000458,0.000111,401160.68837359763,162704.16472545758,0.330001,0.28481,2.0,0.0,0.491714,0.384073
FRMI,LONG,0.45,4.5,0.0,2.7,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.008651,0.0,0.020230126721193013,0.0,24.154589,,0.0,0.0,0.0,0.0
DAL,LONG,0.4315015596310143,4.315015596310142,0.0,2.589,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.006365361344311,10.0,1.0,0.23141393484123196,0.000202,0.00147,1830.4845909533342,5273.334388755772,12.939274,1.118415,0.0,0.0,0.51566,0.28876
BABA,LONG,0.4287208083187088,4.287208083187088,0.0,2.5723,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.04,0.0,0.0,0.0,0.0,9.187868374210431,13.0,1.0,1.2857032142179339,0.000579,0.000312,24801.092404978695,16534.203982058403,0.27542,0.776672,1.0,1.0,0.241201,0.539396
CRWV,LONG,0.4128734070058796,4.128734070058796,0.0,2.4772,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.9,0.0,0.0,0.0,0.0,0.5872411261889668,3.0,1.0,99.0,0.001105,0.0,680064.0092863458,0.0,0.54742,,0.0,0.0,0.369976,0.0
UPRO,LONG,0.4022370418406356,4.022370418406355,0.0,2.4134,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1038.684341966,6.0,1.0,0.0006089758311279896,0.000163,0.000388,6.409188216520976,5262.2681302880355,72.9,20.05822,1.0,2.0,0.45372,0.110526
COMP,LONG,0.3972568594576857,3.972568594576857,0.0,2.3835,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,6863106.185391741,2.0,1.0,7.285330963758946e-08,0.000378,0.000495,0.00017795870424761262,2442.6989677321794,1041.25,0.994482,0.0,0.0,0.0,0.0
EWY,LONG,0.3960048896394575,3.960048896394575,2.39,3.817,price_validation_failed,"ema_pullback, not_extended, room_to_target","confirmation_volume, momentum_aligned, trend_aligned",5.6,NEGATIVE,ema_pullback,-11781287.52,,150.0,105.0,24.23,13.04,303470.0,363696.0,1.198,408215.0,79544.0,179407.0,,,0.0,0.3,0.74,1.2,0.01,0.13,1.9267808635457189,5.0,1.0,99.0,0.000129,0.0,90119.56266944206,0.0,0.207776,,3.0,0.0,0.710996,0.0
ORCL,LONG,0.3943811250510856,3.943811250510856,0.0,2.3663,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.38,0.0,0.0,0.0,0.0,65.28289391161015,6.0,1.0,12.420610128626848,0.000226,4.1e-05,268040.658937573,21580.31337927568,0.309719,0.151661,0.0,0.0,0.007007,0.510556
SNOW,LONG,0.38014376615206574,3.8014376615206573,0.0,2.2809,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.46,0.0,0.0,0.0,0.0,30683.33428931949,9.0,1.0,0.5719470002112866,0.000586,0.000207,55.71310992526633,340.93348626078546,0.127571,0.209103,2.0,1.0,0.045087,3e-06
NVDA,LONG,0.37993645721061264,3.7993645721061267,0.0,2.2796,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.8183470249661398,13.0,1.0,1.2386412725724625,3.7e-05,2.9e-05,194788.01856418347,98287.14277360926,0.079144,0.039967,1.0,0.0,0.609346,0.733527
RKLB,LONG,0.377350818341308,3.77350818341308,0.0,2.2641,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.69,0.0,0.0,0.0,0.0,3.8134985382862543,9.0,1.0,2.114774861907584,0.000433,0.000167,17494.277900974084,10340.508472136942,0.259151,1.818785,0.0,0.0,0.344009,0.329939
DIA,LONG,0.37693456154418126,3.7693456154418126,0.0,2.2616,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,22.78221293307739,6.0,1.0,0.42135968680463876,0.000114,0.000292,121901.59458051172,289305.3094493844,0.606085,0.711791,0.0,0.0,0.503386,0.074414
MSFT,LONG,0.3761253297172613,3.761253297172613,0.0,2.2568,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5.2933155419485205,8.0,1.0,5.446453661237962,7.9e-05,9e-06,41369.2707566085,22786.903183091836,0.487503,0.239399,1.0,1.0,0.534515,0.0775
PSMT,LONG,0.3697235056910464,3.697235056910464,5.99,4.5656,price_validation_failed,"momentum_aligned, not_extended, room_to_target, support_ema_confluence, trend_aligned",confirmation_volume,4.6,NEUTRAL,support_ema_confluence,,,160.0,110.0,9.46,24.75,153.0,384.0,2.51,120.0,25.0,392.0,,,1.54,0.88,0.72,1.6,1.09,0.15,0.0,1.0,0.7,99.0,0.003597,0.0,86649.34636372789,0.0,,,0.0,0.0,0.0,0.0
INTC,LONG,0.36687710108916605,3.6687710108916605,0.0,2.2013,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,15.458938456194817,13.0,1.0,1.3689934142419158,0.000119,0.000236,75229.72839385366,24423.371576427715,0.478561,0.110357,0.0,2.0,0.514851,0.581898
BMNR,LONG,0.36239642572463304,3.6239642572463304,0.0,2.1744,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.58,0.0,0.0,0.0,0.0,155.96039074824338,3.0,1.0,0.012758364998413613,0.00015,5.3e-05,251.37585731780587,39405.65383559134,2.56127,0.307424,0.0,0.0,0.494268,0.0
ADBE,LONG,0.3596860466171816,3.596860466171816,0.0,2.1581,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,134.91748158203464,11.0,0.7,7.471297522912591,0.000294,0.000479,29306.9847622727,3268.8414866355256,0.511848,0.402998,1.0,2.0,0.244579,0.090595
TSEM,LONG,0.348720750751716,3.48720750751716,0.0,2.0923,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,19.457922173605752,4.0,1.0,0.10278589780325859,0.000313,0.000216,4940.878800272176,48069.61758245728,1.731778,1.668997,0.0,0.0,0.457091,0.473272
TSM,LONG,0.3469184279140846,3.4691842791408463,0.0,2.0815,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,18.600930789866688,10.0,1.0,0.1472172519668243,7.9e-05,0.000528,35456.202452699305,240842.71360186388,0.080603,0.04698,0.0,2.0,0.575093,0.104826
HIMS,LONG,0.3437458894030281,3.437458894030281,0.0,2.0625,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.75,0.0,0.0,0.0,0.0,27.9955868583098,3.0,1.0,0.04542542218290506,0.00038,2.8e-05,515.6683012933237,22703.951950825678,1.754022,0.508577,0.0,0.0,0.206289,0.0
RDDT,LONG,0.3422228852438358,3.422228852438358,0.0,2.0533,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.05,0.0,0.0,0.0,0.0,749.5333152261352,2.0,1.0,99.0,0.00031,0.0,49817.12029568212,0.0,0.37903,,0.0,0.0,0.002661,0.0
HII,SHORT,0.8534872857820698,8.534872857820698,0.0,5.1209,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,3.4055713548497297,14.0,1.0,0.6900285898888104,0.00333,0.004783,85416.49485183049,92840.16934602047,2.655894,2.789836,0.0,5.0,0.782224,0.307588
SATS,SHORT,0.6359831550239303,6.359831550239303,0.0,3.8159,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.99,0.0,0.0,0.0,0.0,3.4797550934128028,4.0,1.0,0.008271679516592016,9.8e-05,0.000714,3794.2429008379713,152900.94727143648,4.296682,7.939825,0.0,1.0,0.0,0.371405
ARM,SHORT,0.6186935423395581,6.186935423395581,0.0,3.7122,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,0.7719996985012574,23.0,1.0,1.7992582512963233,0.001599,0.00079,8309.25152510941,4233.307749195661,2.580385,12.202393,0.0,8.0,0.789962,0.844611
PDD,SHORT,0.6165141828123564,6.165141828123564,0.0,3.6991,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,5.597306705074428,15.0,1.0,0.42197101805597775,0.003394,0.002063,5341.067226711053,14465.630503839873,1.553771,1.408632,2.0,5.0,0.464464,0.275178
FAS,SHORT,0.6102899207012195,6.102899207012195,5.87,5.7324,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",4.6,NEUTRAL,retest_and_confirm,,,167.91,80.0,44.38,31.21,34310.0,20695.0,0.603,25669.0,2047.0,27289.0,,,2.42,0.48,0.0,1.4,1.5,0.06,116.0870581711137,4.0,1.0,0.0,0.0,0.002145,0.0,1280.0480698272568,,52.791667,0.0,2.0,0.0,0.500801
PYPL,SHORT,0.6011879946285322,6.0118799462853225,5.52,5.4619,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.0,POSITIVE,ema_rally,12294098.72,45.02,90.0,40.0,99.9,11.16,1401575.0,579015.0,0.413,314092.0,444573.0,1221925.0,,,1.55,0.96,1.0,1.2,0.72,0.09,2.8137749957761082,6.0,1.0,0.4817364024061918,0.000194,0.000388,63016.06700595043,65405.1330677896,73.241613,27.622897,1.0,2.0,0.01704,0.671957
LITE,SHORT,0.549785811461027,5.4978581146102705,0.0,3.2987,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.91,0.0,0.0,0.0,0.0,26.902770894802693,10.0,1.0,0.0678054963331035,9.7e-05,0.000153,7024.243022020524,155391.00962065815,0.572372,5.339286,1.0,1.0,0.777933,0.231639
NUGT,SHORT,0.537063281692588,5.37063281692588,0.0,3.2224,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,384.70219913713294,3.0,1.0,0.0,0.0,0.00197,0.0,572.4737610873178,,10.753754,0.0,0.0,0.0,0.039391
YPF,SHORT,0.50294398020943,5.0294398020943,0.0,3.0177,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,87.86818543330283,4.0,0.7,99.0,0.000532,0.001015,47336.83090372007,129.68569069693584,27.272727,3.19022,0.0,0.0,0.0,0.590945
TSM,SHORT,0.49700287029135465,4.970028702913546,5.84,5.557,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",6.6,NEGATIVE,resistance_ema_confluence,-111686599.22,,330.0,300.0,0.43,8.7,658081.0,895243.0,1.36,501175.0,412016.0,640133.0,,,1.81,0.37,0.0,1.6,1.78,0.28,18.600930789866688,10.0,1.0,0.1472172519668243,7.9e-05,0.000528,35456.202452699305,240842.71360186388,0.080603,0.04698,0.0,2.0,0.575093,0.104826
GSAT,SHORT,0.47788875277938575,4.778887527793858,0.0,2.8673,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,1.388538189923981,3.0,1.0,2.591515192189883,0.003142,0.001041,50258.66609858346,38787.089691813744,9.146341,12.979381,0.0,0.0,0.499442,0.0
UPRO,SHORT,0.46668550774951395,4.666855077495139,0.0,2.8001,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1038.684341966,6.0,1.0,0.0006089758311279896,0.000163,0.000388,6.409188216520976,5262.2681302880355,72.9,20.05822,1.0,2.0,0.45372,0.110526
DAL,SHORT,0.4584735081458106,4.584735081458106,0.0,2.7508,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,,,0.0,0.62,0.0,0.0,0.0,0.0,4.006365361344311,10.0,1.0,0.23141393484123196,0.000202,0.00147,1830.4845909533342,5273.334388755772,12.939274,1.118415,0.0,0.0,0.51566,0.28876
COHR,SHORT,0.45804611086002006,4.5804611086002005,0.0,2.7483,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,341.0974470224756,3.0,1.0,0.5175963214147067,0.000147,6.5e-05,30166.554106851432,116564.02048762434,0.234182,4.052174,0.0,0.0,0.014218,0.0
INTC,SHORT,0.45062691541211597,4.50626915412116,5.65,5.2881,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",6.7,NEGATIVE,retest_and_confirm,-983043.74,44.3,50.0,35.0,12.88,20.98,2602593.0,2301374.0,0.884,1263811.0,1340967.0,2299189.0,,,1.53,0.81,0.12,1.4,1.53,0.27,15.458938456194817,13.0,1.0,1.3689934142419158,0.000119,0.000236,75229.72839385366,24423.371576427715,0.478561,0.110357,0.0,2.0,0.514851,0.581898
OXY,SHORT,0.44725279550539376,4.472527955053938,0.0,2.6835,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,17196.23456998514,28.0,1.0,5.287650647521799,0.002741,0.00042,48783.94999898613,27678.04829646795,5.166058,0.27156,3.0,1.0,0.484931,0.539821
BA,SHORT,0.4437980633897228,4.437980633897228,0.0,2.6628,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,412.56858134457235,9.0,1.0,0.0035267580021704974,0.000172,0.001034,7.328420843779607,1038.974156898407,0.25203,0.224292,0.0,2.0,0.387391,0.634642
ONON,SHORT,0.43563520092806224,4.356352009280623,0.0,2.6138,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,2.9241423942509743,6.0,1.0,10.944991146274305,0.004805,0.000163,69712.9249989819,31846.953582375583,714.603357,3.291339,1.0,1.0,0.396962,0.0
GDX,SHORT,0.4267990208035614,4.267990208035614,0.0,2.5608,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,4.746797465820578,11.0,1.0,1.9192245868485267,0.000578,0.000262,136477.849534292,124444.13140683726,6.488787,0.420135,2.0,0.0,0.671924,0.524098
BABA,SHORT,0.42490213339954946,4.249021333995494,0.0,2.5494,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,9.187868374210431,13.0,1.0,1.2857032142179339,0.000579,0.000312,24801.092404978695,16534.203982058403,0.27542,0.776672,1.0,1.0,0.241201,0.539396
DIA,SHORT,0.4213200425071774,4.213200425071774,4.43,4.7356,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, trend_aligned","continuation_pattern, room_to_target",6.5,NEGATIVE,unknown,-84236314.24,,500.0,420.0,8.81,8.6,199920.0,338038.0,1.691,153531.0,97972.0,286455.0,,,2.55,0.21,0.14,0.0,1.13,0.4,22.78221293307739,6.0,1.0,0.42135968680463876,0.000114,0.000292,121901.59458051172,289305.3094493844,0.606085,0.711791,0.0,0.0,0.503386,0.074414
DELL,SHORT,0.4211266904072254,4.211266904072254,0.0,2.5268,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,,,63.90696830913915,22.0,1.0,99.0,0.002623,0.00014,102089.47620144667,3133.3016849581536,10.267465,8.185694,6.0,0.0,0.50675,0.618741
UBER,SHORT,0.41948365505677276,4.194836550567728,5.38,5.1714,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, trend_aligned","confirmation_volume, room_to_target",7.3,NEGATIVE,retest_and_confirm,-46128169.87,,80.0,60.0,13.81,14.64,483354.0,702711.0,1.454,276190.0,358691.0,551184.0,,,1.65,0.25,0.0,1.4,1.97,0.12,1100.1921753332226,3.0,0.7,0.011655968932085026,0.00017,0.000441,150.2054000890923,25773.129795434943,0.083093,2.456979,0.0,0.0,0.078817,0.0
