ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth
UUUU,LONG,0.5849504349188858,5.849504349188858,0.0,3.5097,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,110711.25368481025,5.0,1.0,99.0,0.002111,0.00208,14622.754346865888,4.146788813365487,7.204763,0.535803,1.0,0.0,0.000109,0.021252
OXY,LONG,0.582011594106492,5.82011594106492,0.0,3.4921,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,442.36819043559234,29.0,1.0,3.5577142185031976,0.005699,0.000187,6670.320410384384,25311.005890201814,0.396722,0.358177,0.0,0.0,0.384099,0.000759
DAL,LONG,0.5800864630589813,5.800864630589812,4.81,6.0834,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, room_to_target",trend_aligned,8.7,NEGATIVE,flag_breakout,-5295582.27,65.84,70.0,60.0,6.29,8.9,436231.0,280497.0,0.643,344790.0,202939.0,168999.0,0.0,0.66,0.59,1.6,1.59,0.38,9076.565661929262,9.0,1.0,99.0,0.0008,0.000254,115999.47838179785,8.106496606152174,1.769263,0.378368,0.0,1.0,0.65971,0.556386
LMT,LONG,0.5711519489658257,5.711519489658256,0.0,3.4269,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.0483596135644742,12.0,1.0,0.6629420737344236,0.000473,0.000571,27796.97051580313,125789.13731883008,66.399306,120.166667,2.0,0.0,0.702742,0.230338
EXPE,LONG,0.5537466572736567,5.537466572736567,3.06,4.9267,price_validation_failed,"ema_pullback, momentum_aligned, not_extended","confirmation_volume, room_to_target, trend_aligned",6.2,NEUTRAL,ema_pullback,,,270.0,230.0,13.23,3.54,28289.0,29894.0,1.057,16914.0,15325.0,25944.0,0.0,0.76,0.18,1.2,0.93,0.0,315674.0956731535,13.0,1.0,5.098126782885412e-05,0.001133,0.000378,0.3275535623027347,10279.965995426974,1.824572,2.008145,1.0,2.0,0.772496,1.6e-05
GLNG,LONG,0.5472059094803361,5.472059094803361,0.0,3.2832,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.0485589812761211,12.0,1.0,1.1586884336977685,0.002954,0.002252,21.308891767007125,9.195263863557873,20.516249,0.874732,1.0,4.0,0.643921,0.827428
CVX,LONG,0.5249719809326732,5.249719809326732,0.0,3.1498,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,107374.81739067062,20.0,1.0,0.9541355057238301,0.000363,0.00052,16344.594419321444,17130.265377685577,1.785237,0.854545,2.0,4.0,0.238625,0.55543
PL,LONG,0.5080147393845601,5.080147393845601,0.0,3.0481,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,351.8374328160052,4.0,1.0,99.0,0.000254,0.004108,49080.395115469626,143.19344224700882,144.213333,46.4,0.0,0.0,0.488278,0.472702
PLTR,LONG,0.5056968540634835,5.056968540634835,5.91,5.9615,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, trend_aligned",room_to_target,8.3,NEGATIVE,flag_breakout,-22960715.14,160.23,200.0,100.0,24.84,37.58,1488867.0,1640905.0,1.102,664312.0,777812.0,1687648.0,1.67,0.3,0.0,1.6,1.95,0.39,1.796993148918953,13.0,1.0,2.4256773087304744,0.000337,0.000187,252275.5792699862,234004.76696322972,0.769724,0.385457,1.0,0.0,0.549996,0.385838
SMH,LONG,0.5055247944284449,5.055247944284449,0.0,3.0331,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,3.599477631931043,8.0,1.0,1.00509215677094,0.000251,0.000212,157108.25407950734,260520.47901134603,0.675553,0.349016,3.0,1.0,0.667783,0.220931
AFRM,LONG,0.49752850769231205,4.975285076923121,0.0,2.9852,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.64,0.0,0.0,0.0,0.0,43.54807372072138,10.0,1.0,7.646771238317993,0.00352,0.002029,0.5761689334945836,0.07534800186088991,0.7609,4.095698,2.0,1.0,0.090683,0.61079
GEV,LONG,0.4788295503982488,4.788295503982488,0.0,2.873,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,526844.4668657552,20.0,1.0,0.1519154900352474,0.000444,0.000779,5949.099258012414,39160.583668144085,1.449154,1.796813,1.0,2.0,0.451025,1.6e-05
IDYA,LONG,0.47639161765652543,4.763916176565254,0.0,2.8583,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.69,0.0,0.0,0.0,0.0,1.4910820804529457,3.0,1.0,99.0,0.004797,0.0,0.001764995251169253,0.0,1.377246,,0.0,0.0,0.598568,0.0
RCAT,LONG,0.47199953565340275,4.719995356534027,5.65,5.255,price_validation_failed,"momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",confirmation_volume,6.0,POSITIVE,retest_and_confirm,459720.02,13.32,20.0,14.0,28.49,10.05,141191.0,59901.0,0.424,105233.0,5854.0,90005.0,1.91,0.81,0.37,1.4,0.94,0.23,9.197295527315417,3.0,0.7,6.439887406949766,0.001396,0.000157,144190.26733001813,44780.36904012067,0.600569,0.888651,0.0,0.0,0.128521,0.0
BE,LONG,0.46721901480287975,4.672190148028798,0.0,2.8033,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,7314.335588705612,12.0,1.0,0.03832814882156635,0.000459,0.007448,43837.67493096836,816961.5781984442,1.052437,1.293259,0.0,0.0,0.563687,0.010719
TRP,LONG,0.45939977212239846,4.593997721223984,6.09,5.684,price_validation_failed,"momentum_aligned, not_extended, support_ema_confluence, trend_aligned","confirmation_volume, room_to_target",7.8,NEUTRAL,support_ema_confluence,,,67.5,60.0,5.72,6.03,13324.0,3734.0,0.28,3454.0,8990.0,4614.0,2.2,0.77,0.0,1.6,1.19,0.33,1.5029026822439449,2.0,1.0,99.0,0.00148,0.0,1.587994863944063,0.0,10.714286,,0.0,0.0,0.399536,0.0
BABA,LONG,0.4592819772881521,4.592819772881521,0.0,2.7557,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.999147729941947,4.0,1.0,2.3729440362515843,0.000295,9.3e-05,89053.04014844591,112585.51249584251,1.162899,4.09901,2.0,0.0,0.35543,0.0
NEM,LONG,0.4529003346481915,4.5290033464819155,0.0,2.7174,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,102025.54825829412,19.0,1.0,0.000260295239061067,0.000598,0.001057,18.91482777038621,42388.979424002144,1.109511,16.693314,2.0,2.0,0.587862,0.21995
QQQ,LONG,0.441391695741945,4.41391695741945,0.0,2.6484,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.56,0.0,0.0,0.0,0.0,3.450337637498426,4.0,1.0,8.508385258598798,1.5e-05,2e-06,189759.49043130016,66907.9330556374,1.114487,1.870968,1.0,0.0,0.624904,0.0
B,LONG,0.4400855964581533,4.400855964581533,0.0,2.6405,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2008510.8957439284,7.0,1.0,2.7282166236693803,0.000615,0.000299,30793.762343173403,28217.84941490148,0.27802,7.750106,1.0,1.0,0.407937,1e-06
AAPL,LONG,0.43762912683720784,4.3762912683720785,0.0,2.6258,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.57,0.0,0.0,0.0,0.0,1.0910738061333694,2.0,1.0,99.0,4e-05,0.0,205666.7925712644,0.0,3.206433,,0.0,0.0,0.478223,0.0
TEAM,LONG,0.4259660785153757,4.259660785153757,0.0,2.5558,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.66,0.0,0.0,0.0,0.0,12696161.789690323,4.0,1.0,99.0,0.000556,0.000226,30905.13009672485,0.004718286969225751,1.392396,0.155477,0.0,0.0,0.0,0.0
PANW,LONG,0.42384181484106387,4.238418148410639,0.0,2.5431,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,478831.20552490564,11.0,1.0,2.858814386340283,0.00012,0.000419,50233.942186303546,3904.7999467756536,2.44724,0.606345,1.0,2.0,1e-06,0.002111
CELH,LONG,0.42183432523569464,4.218343252356947,0.0,2.531,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,206947.28744048884,4.0,1.0,99.0,0.000447,0.001192,8222.436422055605,0.1848794763799918,1.829628,1.348387,3.0,0.0,0.000333,0.0
CRWD,LONG,0.41728457798538066,4.172845779853807,0.0,2.5037,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.88,0.0,0.0,0.0,0.0,488463.1452827918,7.0,1.0,99.0,0.000294,7.3e-05,36355.77702018753,0.3613242168755289,0.166163,0.071332,2.0,1.0,0.463213,0.05583
AMAT,LONG,0.41682798839247165,4.168279883924717,0.0,2.501,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,105.44783466818457,11.0,1.0,2.218553596541401,0.000182,0.000252,17.01913349559399,6.392728698751388,4.820982,0.480244,0.0,1.0,0.197612,0.100685
RKLB,LONG,0.4151890552334412,4.151890552334412,0.0,2.4911,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.8,0.0,0.0,0.0,0.0,1458.49812441098,2.0,1.0,0.0006856368090317935,0.000503,0.00017,134.99174816017793,196885.21150257887,4.249042,6.578947,0.0,0.0,0.0,0.0
MCHP,LONG,0.4150086340712442,4.150086340712442,0.0,2.4901,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.63,0.0,0.0,0.0,0.0,0.8402268607390919,2.0,1.0,99.0,0.000313,0.0,52104.12681404184,0.0,588.850261,,0.0,0.0,0.295831,0.0
DELL,LONG,0.4108687553574313,4.108687553574313,0.0,2.4652,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,15.282126241751772,4.0,1.0,0.21923660143797555,0.000178,0.000612,84298.17695324846,384507.7710580062,1.247339,1.226063,1.0,0.0,0.378711,4.5e-05
GLD,LONG,0.39146984496298093,3.9146984496298094,0.0,2.3488,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,31.95345927037445,3.0,1.0,99.0,0.000167,0.0,332340.7149609065,0.0,0.352185,,1.0,0.0,0.080063,0.0
KWEB,LONG,0.3810006713897115,3.810006713897115,0.0,2.286,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,3.0558381018473066,10.0,1.0,0.6836746501495576,0.000204,0.000413,39781.98056213158,24937.914894436817,1.005638,0.994798,0.0,5.0,0.482812,0.424673
UPRO,LONG,0.37961854395200273,3.7961854395200274,0.0,2.2777,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,0.9226079729244896,4.0,1.0,0.7062566216213404,0.000176,0.000239,23938.91800580221,33895.49530997115,72.9,58.0,1.0,1.0,0.45372,0.303196
RTX,LONG,0.3779147321956224,3.779147321956224,0.0,2.2675,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1835393.6972190132,5.0,1.0,6.2169884803272085e-06,0.000124,0.00029,0.31108240344140853,75056.2119647926,6.414201,10.8275,1.0,2.0,0.086363,2.2e-05
SOXL,LONG,0.37288384749424847,3.7288384749424845,0.0,2.2373,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.2631646920011388,4.0,1.0,0.2728919847232115,1.5e-05,6.5e-05,67195.4513756942,82078.20326645492,8.0,0.801298,1.0,1.0,0.0,0.499151
BIDU,LONG,0.366838647079067,3.66838647079067,0.0,2.201,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,75.00767972269256,6.0,0.7,0.9687858169155905,0.000814,0.000666,3.4927272947107326,3.605262622269635,1.571772,0.277989,0.0,0.0,0.046866,0.035913
MSFT,LONG,0.3653410041465796,3.653410041465796,0.0,2.192,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.3413635503670118,10.0,1.0,0.6460336555255373,6.6e-05,8.5e-05,95545.63168453185,221843.62424618678,0.134765,0.176479,2.0,1.0,0.738233,0.386475
LYB,LONG,0.3624259465733811,3.624259465733811,5.01,4.7951,price_validation_failed,"momentum_aligned, not_extended, trend_aligned, trend_continuation","confirmation_volume, room_to_target",7.4,NEUTRAL,trend_continuation,,,80.0,70.0,9.88,3.85,72460.0,75153.0,1.037,45027.0,51657.0,50929.0,2.65,0.19,0.01,1.4,0.72,0.03,5.048355849355665,4.0,1.0,99.0,0.0009,0.0,0.16774668805428014,0.0,0.566247,,0.0,0.0,0.299016,0.0
AMZN,LONG,0.3617588025432364,3.617588025432364,0.0,2.1706,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.97,0.0,0.0,0.0,0.0,4769.3106669459685,8.0,1.0,1.1409970387983372,0.000112,6.8e-05,74839.43759268151,109318.77274560399,0.109466,0.062679,0.0,0.0,0.294596,0.140239
CNR,LONG,0.36139089124089224,3.6139089124089225,0.0,2.1683,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,194365.3619439329,2.0,1.0,1.028989929068187e-05,0.001624,0.001791,2.2075317619596007,214533.85495800283,0.75188,2.926984,0.0,0.0,0.0,0.0
SQQQ,LONG,0.356774885520428,3.56774885520428,5.77,4.5949,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.4,NEUTRAL,ema_pullback,,,80.0,65.0,4.87,14.79,117221.0,61940.0,0.528,112985.0,34594.0,31582.0,2.09,0.62,0.35,1.2,0.98,0.52,2.746605050471416,2.0,1.0,99.0,6.8e-05,0.0,42.18960692152648,0.0,5.231884,,1.0,0.0,0.266908,0.0
OKTA,SHORT,0.713839819375205,7.13839819375205,0.0,4.283,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,60261.463121258035,15.0,1.0,1.3944226707566185,0.002364,0.003239,70119.42885417744,25142.817283704375,2.54987,1.846308,0.0,1.0,0.506149,0.626186
BE,SHORT,0.70759554,7.0759554,4.54,6.68,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended","room_to_target, trend_aligned",8.9,NEGATIVE,flag_breakdown,-890114.88,143.57,165.0,80.0,14.84,44.32,286384.0,263646.0,0.921,130343.0,199263.0,220424.0,0.0,0.64,0.09,1.6,1.85,0.37,7314.335588705612,12.0,1.0,0.03832814882156635,0.000459,0.007448,43837.67493096836,816961.5781984442,1.052437,1.293259,0.0,0.0,0.563687,0.010719
NEM,SHORT,0.7059725424723331,7.0597254247233305,0.0,4.2358,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,102025.54825829412,19.0,1.0,0.000260295239061067,0.000598,0.001057,18.91482777038621,42388.979424002144,1.109511,16.693314,2.0,2.0,0.587862,0.21995
CNR,SHORT,0.6490341949229189,6.490341949229189,0.0,3.8942,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,194365.3619439329,2.0,1.0,1.028989929068187e-05,0.001624,0.001791,2.2075317619596007,214533.85495800283,0.75188,2.926984,0.0,0.0,0.0,0.0
CRM,SHORT,0.6449081481829783,6.449081481829783,5.52,6.3005,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",7.1,NEGATIVE,resistance_ema_confluence,-23442867.77,,220.0,190.0,12.44,2.89,353859.0,312288.0,0.883,144563.0,198756.0,322828.0,1.61,0.97,0.09,1.6,1.09,0.16,1.7308751112435319,18.0,1.0,0.033448729157758754,0.000109,0.000888,16462.409833663518,98433.69388427067,0.285214,0.59533,2.0,11.0,0.41821,0.795919
AFRM,SHORT,0.6148843346574902,6.1488433465749015,0.0,3.6893,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,43.54807372072138,10.0,1.0,7.646771238317993,0.00352,0.002029,0.5761689334945836,0.07534800186088991,0.7609,4.095698,2.0,1.0,0.090683,0.61079
PL,SHORT,0.6051145102047983,6.051145102047983,0.0,3.6307,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,351.8374328160052,4.0,1.0,99.0,0.000254,0.004108,49080.395115469626,143.19344224700882,144.213333,46.4,0.0,0.0,0.488278,0.472702
GEV,SHORT,0.6007797448401098,6.007797448401098,0.0,3.6047,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.32,0.0,0.0,0.0,0.0,526844.4668657552,20.0,1.0,0.1519154900352474,0.000444,0.000779,5949.099258012414,39160.583668144085,1.449154,1.796813,1.0,2.0,0.451025,1.6e-05
RBLX,SHORT,0.5813319390203093,5.813319390203093,0.0,3.488,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,7355.094272652947,12.0,1.0,99.0,0.003187,0.003979,12868.412279338661,2.250096033897721,15.414206,0.920707,1.0,0.0,2.6e-05,0.812829
AMD,SHORT,0.567436972709384,5.67436972709384,4.6,5.7572,price_validation_failed,"ema_rally, not_extended, room_to_target, trend_aligned","confirmation_volume, momentum_aligned",7.7,NEGATIVE,ema_rally,-34454694.46,205.61,220.0,200.0,6.98,2.75,1317661.0,1585356.0,1.203,688165.0,768143.0,1446709.0,1.5,0.82,0.42,1.2,0.42,0.23,2.1536305626593055,9.0,1.0,0.34990162292163485,9.2e-05,0.000236,103133.96312925676,235801.05120542407,0.144521,3.721763,1.0,1.0,0.399342,0.355261
GOOG,SHORT,0.567069144462414,5.67069144462414,5.67,6.2163,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target,8.4,NEGATIVE,ema_rally,-49449023.59,,320.0,250.0,6.84,16.53,845103.0,641908.0,0.76,380624.0,420726.0,685661.0,1.97,0.55,0.0,1.2,1.6,0.34,7697.628355695163,9.0,1.0,0.2198331919162262,3.9e-05,0.000316,79975.03722331446,103942.4958353894,0.026936,1.151542,0.0,4.0,0.230888,0.63281
DIS,SHORT,0.5602996321785513,5.602996321785513,5.56,5.9695,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",7.5,NEGATIVE,bounce_and_fail,-27004351.62,,150.0,95.0,52.28,3.55,302949.0,251398.0,0.83,130030.0,143017.0,281300.0,2.37,0.36,0.0,1.0,1.71,0.12,4256.908662396613,7.0,1.0,0.18514064876132,0.000364,0.000684,9946.095333442756,40291.37604297159,0.391955,14.476412,0.0,0.0,0.001889,0.000564
CVX,SHORT,0.5412079486283895,5.412079486283895,0.0,3.2472,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,107374.81739067062,20.0,1.0,0.9541355057238301,0.000363,0.00052,16344.594419321444,17130.265377685577,1.785237,0.854545,2.0,4.0,0.238625,0.55543
RTX,SHORT,0.5300298821263346,5.300298821263346,3.97,4.7211,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence","confirmation_volume, room_to_target, trend_aligned",4.4,POSITIVE,resistance_ema_confluence,1075153.49,198.49,230.0,175.0,16.2,11.58,123203.0,85956.0,0.698,73898.0,71604.0,63657.0,0.0,0.54,0.14,1.6,1.69,0.0,1835393.6972190132,5.0,1.0,6.2169884803272085e-06,0.000124,0.00029,0.31108240344140853,75056.2119647926,6.414201,10.8275,1.0,2.0,0.086363,2.2e-05
VG,SHORT,0.5172520926370411,5.172520926370411,0.0,3.1035,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.809643093530033,5.0,1.0,0.0,0.0,0.001102,0.0,75535.0141238231,,0.697302,0.0,0.0,0.0,0.42534
NBIS,SHORT,0.5136220614060606,5.136220614060606,0.0,3.0817,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.62,0.0,0.0,0.0,0.0,11.103565126090368,3.0,1.0,0.0,0.0,0.000267,0.0,116515.54281997071,,2.203817,0.0,0.0,0.0,0.517735
KWEB,SHORT,0.5134304715822706,5.134304715822706,0.0,3.0806,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0558381018473066,10.0,1.0,0.6836746501495576,0.000204,0.000413,39781.98056213158,24937.914894436817,1.005638,0.994798,0.0,5.0,0.482812,0.424673
LMT,SHORT,0.505985990469111,5.05985990469111,0.0,3.0359,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.0483596135644742,12.0,1.0,0.6629420737344236,0.000473,0.000571,27796.97051580313,125789.13731883008,66.399306,120.166667,2.0,0.0,0.702742,0.230338
RKLB,SHORT,0.5025273744276424,5.025273744276424,0.0,3.0152,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1458.49812441098,2.0,1.0,0.0006856368090317935,0.000503,0.00017,134.99174816017793,196885.21150257887,4.249042,6.578947,0.0,0.0,0.0,0.0
GLNG,SHORT,0.501510184866892,5.0151018486689205,0.0,3.0091,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,1.0485589812761211,12.0,1.0,1.1586884336977685,0.002954,0.002252,21.308891767007125,9.195263863557873,20.516249,0.874732,1.0,4.0,0.643921,0.827428
TTD,SHORT,0.4935939500191376,4.935939500191376,6.3,6.118,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, room_to_target, trend_aligned",confirmation_volume,8.8,NEGATIVE,resistance_ema_confluence,-975562.17,,30.0,20.0,24.43,17.05,514443.0,281226.0,0.547,141839.0,201709.0,452121.0,2.12,0.48,0.5,1.6,1.59,0.0,1216547.7483624336,4.0,1.0,0.0,0.0,0.000264,0.0,13252.181097403618,,3.508309,0.0,1.0,0.0,0.453312
DELL,SHORT,0.4849124430132039,4.849124430132039,0.0,2.9095,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.282126241751772,4.0,1.0,0.21923660143797555,0.000178,0.000612,84298.17695324846,384507.7710580062,1.247339,1.226063,1.0,0.0,0.378711,4.5e-05
B,SHORT,0.47951012395122433,4.795101239512244,0.0,2.8771,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,,,,,,,2008510.8957439284,7.0,1.0,2.7282166236693803,0.000615,0.000299,30793.762343173403,28217.84941490148,0.27802,7.750106,1.0,1.0,0.407937,1e-06
LUNR,SHORT,0.46882966196163295,4.688296619616329,0.0,2.813,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,0.37,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.001002,0.0,145620.5205002198,,176.666667,0.0,0.0,0.0,0.0
