ticker,direction,flow_score_raw,flow_score_scaled,price_score,final_score,reject_reason,checks_passed,checks_failed,options_context_score,gamma_regime,pattern,net_gex,gamma_flip_level_estimate,nearest_call_wall,nearest_put_wall,distance_to_call_wall_pct,distance_to_put_wall_pct,ticker_call_oi,ticker_put_oi,ticker_put_call_ratio,near_term_oi,swing_dte_oi,long_dated_oi,flow_velocity,repeat_flow_count,dte_score,flow_imbalance_ratio,bullish_flow_intensity,bearish_flow_intensity,bullish_premium_per_trade,bearish_premium_per_trade,bullish_vol_oi,bearish_vol_oi,bullish_sweep_count,bearish_sweep_count,bullish_breadth,bearish_breadth,price_trend,price_extension,price_room,price_pattern,price_momentum,price_confirm_vol
WEN,LONG,0.6000000000000001,6.000000000000001,0.0,3.6,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.007746,0.0,347074.45539341297,0.0,100.671141,,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0
NVDL,LONG,0.5968173905473094,5.968173905473094,0.0,3.5809,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,330059.33501171746,3.0,1.0,99.0,0.000644,0.000153,154772.37019632186,25.85769124844565,300.0,2.380952,1.0,0.0,3e-06,0.0,0.0,0.44,0.0,0.0,0.0,0.0
OXY,LONG,0.5906862697530582,5.906862697530581,0.0,3.5441,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,442.36819043559257,29.0,1.0,3.557714218503197,0.005699,0.000187,8256.63928151134,31330.405832118387,0.396722,0.358177,0.0,0.0,0.384099,0.000759,0.0,0.0,0.0,0.0,0.0,0.0
LMT,LONG,0.5798275146747517,5.798275146747517,0.0,3.479,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,1.0483596135644742,12.0,1.0,0.6629420737344236,0.000473,0.000571,34407.576330290096,155703.99448236197,66.399306,120.166667,2.0,0.0,0.702742,0.230338,,,,,,
UNH,LONG,0.5684306417875263,5.684306417875264,0.0,3.4106,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,243241.6462105309,10.0,1.0,0.5522681827140791,0.00035,0.000661,264867.3306582757,119899.778290959,58.362683,10.917602,1.0,1.0,9e-06,0.112237,,,,,,
CVX,LONG,0.5336473497202616,5.336473497202617,0.0,3.2019,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,96655.40360038274,21.0,1.0,1.6666685841478268,0.000363,0.000526,20231.62487259945,11035.419052565732,1.785237,0.884283,2.0,4.0,0.238625,0.223432,,,,,,
IBIT,LONG,0.5309978146701037,5.309978146701036,0.0,3.186,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,14.497782168969811,16.0,1.0,1.5374819227412562,0.00044,0.000259,60033.16414816621,50202.53937315241,0.248753,10.481146,2.0,1.0,0.682352,0.2972,0.0,0.93,0.0,0.0,0.0,0.0
MOD,LONG,0.5143859184384927,5.143859184384927,6.12,5.8279,price_validation_failed,"confirmation_volume, flag_breakout, momentum_aligned, not_extended, trend_aligned",room_to_target,7.1,NEUTRAL,flag_breakout,,,300.0,155.0,42.59,26.33,10724.0,5255.0,0.49,8073.0,3148.0,4758.0,1017.6963277272133,2.0,1.0,99.0,0.001734,0.0,0.21541768591102917,0.0,3.126916,,0.0,0.0,0.000491,0.0,1.76,0.72,0.0,1.6,1.48,0.55
AFRM,LONG,0.49752850769231205,4.975285076923121,0.0,2.9852,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,43.548073720721334,10.0,1.0,7.64677123831797,0.00352,0.002029,0.7131919842518811,0.09326707469396706,0.7609,4.095698,2.0,1.0,0.090683,0.61079,0.0,0.47,0.0,0.0,0.0,0.0
AAPL,LONG,0.489834416851761,4.89834416851761,0.0,2.939,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1.0782859799693139,24.0,1.0,1.5998718226703559,0.000245,0.000134,148880.3676627232,109977.26375723245,1.008745,0.289699,1.0,1.0,0.817606,0.835886,0.0,0.51,0.0,0.0,0.0,0.0
IDYA,LONG,0.47639161765652566,4.763916176565257,0.0,2.8583,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1.4910820804529508,3.0,1.0,99.0,0.004797,0.0,0.0021847419952717474,0.0,1.377246,,0.0,0.0,0.598568,0.0,0.0,0.69,0.0,0.0,0.0,0.0
COP,LONG,0.4702632244727937,4.702632244727937,0.0,2.8216,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,8759.92192767244,10.0,1.0,0.0006919273354154768,0.000397,0.000529,14.663591087856485,21192.385872501396,10.902379,1.306282,0.0,0.0,0.333298,0.270139,,,,,,
BABA,LONG,0.46799466802605905,4.67994668026059,0.0,2.808,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,3.597950070342101,4.0,1.0,99.0,0.000295,9.6e-05,110231.41081543546,29.27578290665652,1.162899,10.918919,2.0,0.0,0.35543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRCX,LONG,0.4665724387551086,4.665724387551086,0.0,2.7994,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,187507.28507892424,13.0,1.0,7.619757135561575,0.000395,0.000425,68630.60114414994,7720.22369027816,0.13374,0.618851,2.0,1.0,0.358233,0.000754,,,,,,
BE,LONG,0.45632549552251256,4.563254955225125,0.0,2.738,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,196.9995192677147,10.0,1.0,3.0354858715314386,0.000437,0.003804,57578.5392533713,12645.650304481513,1.052437,0.672413,0.0,0.0,0.486013,0.310381,,,,,,
NEM,LONG,0.4529003346481915,4.5290033464819155,0.0,2.7174,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,31422.98476647863,18.0,1.0,0.0011834299468301288,0.000598,0.000628,23.41310467318205,12589.886260945901,1.109511,0.392707,2.0,2.0,0.587862,0.577219,,,,,,
SMH,LONG,0.4481584744473659,4.481584744473659,0.0,2.689,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1.6348979966248276,6.0,1.0,7.934274945639413,0.000244,3e-05,185713.8527506353,117032.65517204032,0.844887,0.071963,2.0,0.0,0.652117,0.0,0.0,0.82,0.0,0.0,0.0,0.0
CELH,LONG,0.4305092219255316,4.305092219255316,0.0,2.5831,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,206947.28744048905,4.0,1.0,99.0,0.000447,0.001192,10177.875630439417,0.2288470497830735,1.829628,1.348387,3.0,0.0,0.000333,0.0,,,,,,
CRDO,LONG,0.4286222571025965,4.286222571025965,0.0,2.5717,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,32.59900520963645,6.0,1.0,2.9180128509053875,0.000408,0.00066,0.5377693721239396,0.18429301020969904,5.591094,1.351825,0.0,0.0,0.008773,0.262613,,,,,,
MCHP,LONG,0.42368433089440305,4.236843308944031,0.0,2.5421,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.8402268607390917,2.0,1.0,99.0,0.000313,0.0,64495.39957809541,0.0,588.850261,,0.0,0.0,0.295831,0.0,0.0,0.57,0.0,0.0,0.0,0.0
APH,LONG,0.4140131463836994,4.140131463836994,0.0,2.4841,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,33.416530240368694,20.0,1.0,0.028287980437382003,0.000711,0.001677,0.05826156465441836,0.6865290929644788,1.221607,1.302033,1.0,0.0,0.335458,0.468888,,,,,,
SMCI,LONG,0.4075173481630022,4.0751734816300225,0.0,2.4451,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,2.0341533186998877,5.0,1.0,3.3188792065768427,0.000304,8.9e-05,49320.01680439252,59441.77384540869,1.064861,0.499783,1.0,0.0,0.598894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XBI,LONG,0.4028065517037607,4.028065517037607,0.0,2.4168,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,4151.990566766334,7.0,1.0,0.3228217977810862,0.00012,0.000576,9349.868305740316,38617.253109947276,12.475284,1.015572,0.0,1.0,0.000512,0.000694,,,,,,
IONQ,LONG,0.39271022289685464,3.9271022289685464,0.0,2.3563,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,99.0,0.002328,0.0,19.626832011366538,0.0,6.343434,,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0
SPXU,LONG,0.39131947024317537,3.9131947024317535,6.3,5.3466,price_validation_failed,"bounce_and_fail, confirmation_volume, momentum_aligned, not_extended, room_to_target, trend_aligned",none,7.5,NEUTRAL,bounce_and_fail,,,70.0,45.0,24.93,19.69,27819.0,17855.0,0.642,30877.0,10831.0,3966.0,0.0,1.0,1.0,99.0,0.0003,0.0,108989.9580804367,0.0,125.333333,,1.0,0.0,0.0,0.0,2.52,0.31,0.31,1.0,1.16,0.99
UPRO,LONG,0.3882940643667322,3.8829406436673217,0.0,2.3298,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,0.9226079729244897,4.0,1.0,0.7062566216213402,0.000176,0.000239,29632.011448187022,41956.436996174794,72.9,58.0,1.0,1.0,0.45372,0.303196,,,,,,
XLK,LONG,0.3794460965361176,3.794460965361176,0.0,2.2767,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,3.1197853737422974,5.0,1.0,0.9361874879140525,0.000115,8.4e-05,49755.40388356312,79720.25559926778,1.235915,16.007917,1.0,0.0,0.3396,0.365002,,,,,,
FIG,LONG,0.3767109464716054,3.767109464716054,0.0,2.2603,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,3.1559603487167354,2.0,1.0,99.0,0.001789,0.0,0.23975970017313716,0.0,0.261135,,0.0,0.0,0.240618,0.0,0.0,0.1,0.0,0.0,0.0,0.0
PLTR,LONG,0.3710387727766534,3.710387727766534,0.0,2.2262,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,5.387935802495459,8.0,1.0,0.154585957562434,3.2e-05,0.000187,44776.625491673956,289655.1937687459,0.258096,0.385457,2.0,0.0,0.616578,0.385838,,,,,,
ALB,LONG,0.36591036910199454,3.6591036910199453,0.0,2.1955,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,2805.8067379951603,6.0,1.0,99.0,0.001006,0.001268,10.731786104408615,0.06706008120135049,0.537182,3.617468,2.0,1.0,0.000455,0.041364,,,,,,
LYB,LONG,0.3624259465733811,3.624259465733811,5.09,4.8191,price_validation_failed,"not_extended, trend_aligned, trend_continuation","confirmation_volume, momentum_aligned, room_to_target",7.4,NEUTRAL,trend_continuation,,,80.0,70.0,10.57,3.25,72460.0,75153.0,1.037,45027.0,51657.0,50929.0,5.0483558493556595,4.0,1.0,99.0,0.0009,0.0,0.20763978470602196,0.0,0.566247,,0.0,0.0,0.299016,0.0,2.65,0.26,0.06,1.4,0.6,0.13
APP,LONG,0.3602656545769413,3.6026565457694133,0.0,2.1616,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,95.60626246746538,12.0,1.0,0.028299355642531596,0.000131,0.0003,0.22317607950442686,7.88626010865815,1.487879,8.057851,1.0,1.0,0.52984,0.391506,,,,,,
ADBE,LONG,0.36019690994282155,3.6019690994282154,0.0,2.1612,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,6863.259926024519,19.0,1.0,0.12337296785155162,0.000375,0.001386,8365.49543012739,39553.821385837764,0.311084,0.207172,1.0,0.0,0.002345,0.382099,,,,,,
SQQQ,LONG,0.356774885520428,3.56774885520428,6.02,4.6699,price_validation_failed,"confirmation_volume, ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",none,5.4,NEUTRAL,ema_pullback,,,80.0,65.0,3.12,16.22,117221.0,61940.0,0.528,112985.0,34594.0,31582.0,2.7466050504714157,2.0,1.0,99.0,6.8e-05,0.0,52.22303342992247,0.0,5.231884,,1.0,0.0,0.266908,0.0,2.1,0.47,0.22,1.2,1.23,0.8
CRWD,LONG,0.35465802323804485,3.5465802323804487,0.0,2.1279,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,1023278.2625313159,9.0,1.0,99.0,0.000247,0.000217,26056.772421712958,0.18409304727505255,0.182481,0.33682,2.0,3.0,7e-06,0.082457,,,,,,
B,LONG,0.352019616644597,3.52019616644597,0.0,2.1121,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,794239.4621693841,6.0,1.0,1.1129408796409725,0.000441,0.000299,19436.704241715972,34928.54759362622,0.238439,7.750106,0.0,1.0,0.000113,1e-06,,,,,,
AMD,LONG,0.34894962169577376,3.4894962169577375,0.0,2.0937,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,2.153630562659305,9.0,1.0,0.34990162292163485,9.2e-05,0.000236,127661.02358520626,291878.6658244169,0.144521,3.721763,1.0,1.0,0.399342,0.355261,,,,,,
ALGN,LONG,0.3481306186907007,3.481306186907007,6.22,4.4867,price_validation_failed,"ema_pullback, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,4.4,NEUTRAL,ema_pullback,,,180.0,170.0,0.64,4.95,13871.0,14990.0,1.081,5549.0,5904.0,17408.0,0.0,1.0,1.0,99.0,0.000255,0.0,47262.9297868334,0.0,40.333333,,1.0,0.0,0.0,0.0,1.92,0.81,0.49,1.2,1.55,0.24
SMR,LONG,0.3455485219547472,3.455485219547472,0.0,2.0733,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,2.628531018269963,2.0,1.0,99.0,0.000677,0.0,0.07740828528498415,0.0,1.350179,,0.0,0.0,0.275594,0.0,0.0,0.47,0.0,0.0,0.0,0.0
KWEB,LONG,0.34372290313708487,3.4372290313708485,0.0,2.0623,weak_bullish_flow,none,none,,,unknown,,,,,,,,,,,,,3.671021518939215,9.0,1.0,0.33008614639365835,0.000119,0.000413,35662.5255596567,30868.58727143639,1.356179,0.994798,0.0,5.0,0.269785,0.424673,,,,,,
OKTA,SHORT,0.7225153554158912,7.225153554158911,0.0,4.3351,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,60261.463121257955,15.0,1.0,1.3944226707566185,0.002364,0.003239,86795.05556782968,31122.21903303336,2.54987,1.846308,0.0,1.0,0.506149,0.626186,,,,,,
UNH,SHORT,0.6690537652282001,6.690537652282002,5.77,6.7963,price_validation_failed,"ema_rally, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",8.6,NEGATIVE,ema_rally,-88190394.25,269.65,300.0,200.0,11.22,25.85,702382.0,466367.0,0.664,183303.0,283064.0,702382.0,243241.6462105309,10.0,1.0,0.5522681827140791,0.00035,0.000661,264867.3306582757,119899.778290959,58.362683,10.917602,1.0,1.0,9e-06,0.112237,2.17,0.15,0.0,1.2,1.93,0.31
CRM,SHORT,0.6535839155790018,6.5358391557900175,5.82,6.1339,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",5.6,NEGATIVE,resistance_ema_confluence,-27493261.69,,220.0,190.0,13.93,1.6,353859.0,312288.0,0.883,144563.0,198756.0,322828.0,1.730875111243532,18.0,1.0,0.033448729157758754,0.000109,0.000888,20377.458853304473,121842.94809644645,0.285214,0.59533,2.0,11.0,0.41821,0.795919,1.62,0.82,0.0,1.6,1.5,0.28
AFRM,SHORT,0.6148843346574902,6.1488433465749015,0.0,3.6893,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,43.548073720721334,10.0,1.0,7.64677123831797,0.00352,0.002029,0.7131919842518811,0.09326707469396706,0.7609,4.095698,2.0,1.0,0.090683,0.61079,,,,,,
GOOG,SHORT,0.6028706259796341,6.0287062597963414,5.88,6.4384,price_validation_failed,"confirmation_volume, ema_rally, momentum_aligned, not_extended, trend_aligned",room_to_target,8.3,NEGATIVE,ema_rally,-73684909.59,299.0,320.0,250.0,6.96,16.43,845103.0,641908.0,0.76,380624.0,420726.0,685661.0,11363.176063332308,12.0,1.0,0.2198309994425891,5e-05,0.000456,65996.35802754099,100071.3551089755,0.105389,0.956306,0.0,4.0,0.230888,0.632814,1.97,0.53,0.0,1.2,1.65,0.53
RBLX,SHORT,0.5813319390203093,5.813319390203093,0.0,3.488,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,22.006209694745504,11.0,1.0,0.07509936348626683,0.003067,0.003979,0.5577796405732229,2.785208229537236,20.344828,0.920707,1.0,0.0,0.5534,0.812829,,,,,,
IBIT,SHORT,0.5755348815552009,5.75534881555201,0.0,3.4532,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,14.497782168969811,16.0,1.0,1.5374819227412562,0.00044,0.000259,60033.16414816621,50202.53937315241,0.248753,10.481146,2.0,1.0,0.682352,0.2972,,,,,,
AMD,SHORT,0.567436972709384,5.67436972709384,5.25,5.6322,price_validation_failed,"confirmation_volume, momentum_aligned, not_extended, retest_and_confirm, room_to_target, trend_aligned",none,6.1,NEGATIVE,retest_and_confirm,-52334173.11,,220.0,200.0,8.18,1.65,1317661.0,1585356.0,1.203,688165.0,768143.0,1446709.0,2.153630562659305,9.0,1.0,0.34990162292163485,9.2e-05,0.000236,127661.02358520626,291878.6658244169,0.144521,3.721763,1.0,1.0,0.399342,0.355261,1.51,0.93,0.32,1.4,0.71,0.39
ADBE,SHORT,0.5590574816412284,5.590574816412284,4.99,5.9723,price_validation_failed,"bounce_and_fail, momentum_aligned, not_extended, trend_aligned","confirmation_volume, room_to_target",8.4,NEGATIVE,bounce_and_fail,-28017250.51,,400.0,220.0,61.77,11.03,273587.0,190010.0,0.695,94776.0,112190.0,256631.0,6863.259926024519,19.0,1.0,0.12337296785155162,0.000375,0.001386,8365.49543012739,39553.821385837764,0.311084,0.207172,1.0,0.0,0.002345,0.382099,2.38,0.31,0.0,1.0,1.3,0.0
APH,SHORT,0.5430865391349478,5.430865391349478,5.38,5.6894,price_validation_failed,"momentum_aligned, not_extended, resistance_ema_confluence, trend_aligned","confirmation_volume, room_to_target",6.8,NEUTRAL,resistance_ema_confluence,,,150.0,105.0,14.86,19.6,48832.0,71415.0,1.462,48988.0,46037.0,25222.0,33.416530240368694,20.0,1.0,0.028287980437382003,0.000711,0.001677,0.05826156465441836,0.6865290929644788,1.221607,1.302033,1.0,0.0,0.335458,0.468888,1.68,0.66,0.0,1.6,1.4,0.04
BE,SHORT,0.5391370107923609,5.391370107923609,4.75,5.8007,price_validation_failed,"confirmation_volume, flag_breakdown, momentum_aligned, not_extended","room_to_target, trend_aligned",8.4,NEGATIVE,flag_breakdown,-3977209.09,142.87,165.0,80.0,15.58,43.96,286384.0,263646.0,0.921,130343.0,199263.0,220424.0,196.9995192677147,10.0,1.0,3.0354858715314386,0.000437,0.003804,57578.5392533713,12645.650304481513,1.052437,0.672413,0.0,0.0,0.486013,0.310381,0.0,0.61,0.06,1.6,1.94,0.54
NBIS,SHORT,0.5222978411193624,5.222978411193624,0.0,3.1338,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,11.103565126090368,3.0,1.0,0.0,0.0,0.000267,0.0,144224.9769975516,,2.203817,0.0,0.0,0.0,0.517735,0.0,0.6,0.0,0.0,0.0,0.0
KWEB,SHORT,0.5221060050699704,5.221060050699704,0.0,3.1326,price_over_extended,none,not_extended,,,unknown,,,,,,,,,,,,,3.671021518939215,9.0,1.0,0.33008614639365835,0.000119,0.000413,35662.5255596567,30868.58727143639,1.356179,0.994798,0.0,5.0,0.269785,0.424673,0.0,0.0,0.0,0.0,0.0,0.0
ALB,SHORT,0.5175904574222352,5.175904574222352,0.0,3.1055,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,2805.8067379951603,6.0,1.0,99.0,0.001006,0.001268,10.731786104408615,0.06706008120135049,0.537182,3.617468,2.0,1.0,0.000455,0.041364,,,,,,
LMT,SHORT,0.5146617751257649,5.146617751257649,0.0,3.088,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,1.0483596135644742,12.0,1.0,0.6629420737344236,0.000473,0.000571,34407.576330290096,155703.99448236197,66.399306,120.166667,2.0,0.0,0.702742,0.230338,,,,,,
CVX,SHORT,0.5021409700905148,5.021409700905148,0.0,3.0128,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,96655.40360038274,21.0,1.0,1.6666685841478268,0.000363,0.000526,20231.62487259945,11035.419052565732,1.785237,0.884283,2.0,4.0,0.238625,0.223432,,,,,,
NEM,SHORT,0.496365192269358,4.96365192269358,0.0,2.9782,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,31422.98476647863,18.0,1.0,0.0011834299468301288,0.000598,0.000628,23.41310467318205,12589.886260945901,1.109511,0.392707,2.0,2.0,0.587862,0.577219,,,,,,
B,SHORT,0.48818569385208666,4.881856938520866,0.0,2.9291,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,794239.4621693841,6.0,1.0,1.1129408796409725,0.000441,0.000299,19436.704241715972,34928.54759362622,0.238439,7.750106,0.0,1.0,0.000113,1e-06,,,,,,
APP,SHORT,0.48349392661485024,4.834939266148503,5.7,5.8275,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,8.5,NEGATIVE,ema_rally,-4494164.96,,500.0,200.0,10.37,55.85,162389.0,125597.0,0.773,76904.0,82118.0,128964.0,95.60626246746538,12.0,1.0,0.028299355642531596,0.000131,0.0003,0.22317607950442686,7.88626010865815,1.487879,8.057851,1.0,1.0,0.52984,0.391506,1.55,0.97,1.0,1.2,0.7,0.28
VG,SHORT,0.48018039946413316,4.801803994641332,0.0,2.8811,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,18.10679274244717,5.0,1.0,0.0,0.0,0.00091,0.0,67473.75483369434,,0.6437,0.0,0.0,0.0,0.203691,0.0,0.0,0.0,0.0,0.0,0.0
LUNR,SHORT,0.47750545507669045,4.775054550766905,0.0,2.865,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.001002,0.0,180251.62747571166,,176.666667,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0
XLK,SHORT,0.474859033306332,4.74859033306332,0.0,2.8492,weak_bearish_flow,none,none,,,unknown,,,,,,,,,,,,,3.1197853737422974,5.0,1.0,0.9361874879140525,0.000115,8.4e-05,49755.40388356312,79720.25559926778,1.235915,16.007917,1.0,0.0,0.3396,0.365002,,,,,,
LULU,SHORT,0.47246346341992773,4.724634634199277,5.02,5.3083,price_validation_failed,"ema_rally, momentum_aligned, not_extended, room_to_target, trend_aligned",confirmation_volume,7.2,NEGATIVE,ema_rally,-15871999.91,,200.0,160.0,22.17,2.26,169371.0,157965.0,0.933,71023.0,85890.0,170423.0,0.0,1.0,0.7,0.0,0.0,0.00119,0.0,580291.7957690659,,5.595238,0.0,0.0,0.0,0.0,1.9,0.66,0.24,1.2,0.9,0.12
DDOG,SHORT,0.47093907394570605,4.709390739457061,0.0,2.8256,trend_not_aligned,none,trend_aligned,,,unknown,,,,,,,,,,,,,1861406.4645356326,4.0,1.0,0.0,0.0,0.000781,0.0,53832.03656045604,,0.753047,0.0,0.0,0.0,0.445389,0.0,0.74,0.0,0.0,0.0,0.0
